AgeC_rcs1,AgeC_rcs2,AgeC_rcs3,AgeC_rcs4,PackYearsC_rcs1,PackYearsC_rcs2,SmokeFormer0to5C_cat,SmokeFormer5PlusC_cat,SmokeCurrentC_cat,AgeCXPackYearsC_int,AgeCXSmokeFormer0to5C_int,AgeCXSmokeFormer5PlusC_int,AgeCXSmokeCurrentC_int,DrinksLastWeekC_rcs1,DrinksLastWeekC_rcs2,AgeCXDrinksLastWeekC_int,FruitVegC_rcs1,FruitVegC_rcs2,AgeCXFruitVegC_int,PotatoC_rcs1,PotatoC_rcs2,AgeCXPotatoC_int,JuiceC_cont,AgeCXJuiceC_int,BMIC_rcs1,BMIC_rcs2,AgeCXBMIC_int,EduHSGrad2C_cat,EduSomePS2C_cat,EduPSGrad2C_cat,DiabetesC_cat,AgeCXDiabetesC_int,HypertensionC_cat,AgeCXHypertensionC_int,SurveyCycle2C_cat,SurveyCycle3C_cat,SurveyCycle4C_cat,H0_1Year,H0_5Year
0.155500004,-0.084512011,-0.131437692,0.476955906,0.01192063,-0.043579529,0.381865658,-0.010560284,0.965752762,-0.000178226,-0.021837791,-0.002722546,-0.026836154,-0.06217437,0.16612387,0.000313935,-0.085965695,0.079002534,-0.000536742,0.326278947,-0.094982571,-0.012083462,0.024926527,0.000100335,0.077115515,-0.052619206,-0.001026843,0.117694008,-0.104038227,-0.074098248,0.52932423,-0.007161677,0.364404896,-0.014140445,-0.073986044,-0.12339059,-0.38693654,0.00547706,0.024661837
0.197326284,-0.345879389,0.633962804,-0.159930867,0.001149349,0.021890646,0.368577572,0.276071583,0.996345845,-0.000256913,-0.012308487,-0.004132778,-0.024571052,-0.018156039,-0.001754354,-3.36984E-05,-0.181764008,0.169349258,5.29418E-05,0.565385824,-0.423257229,-0.004176076,0.073724776,-0.003744738,0.090151438,-0.066548698,-0.00079274,-0.046826868,0.049937501,-0.218128012,0.789470908,-0.023513009,0.398714403,-0.01771433,-0.123434302,-0.09760958,-0.450308163,0.014147553,0.068136494
0.204126835,-0.302433947,0.471244202,-0.018658454,0.008309796,-0.024503062,0.134300711,-0.176106298,0.649814011,-0.000138014,-0.008786432,0.006557442,-0.009709343,-0.050943184,0.104846875,0.000469955,-0.145384398,0.089782704,0.001637821,0.833192777,-1.077317644,-0.003543536,0.109016772,-0.003432029,0.082439575,-0.055533863,-0.001114485,-0.107804136,-0.111639986,-0.235972033,0.677788073,-0.015237613,0.402774426,-0.014555713,-0.009115035,-0.070279911,-0.31753372,0.015140054,0.061663022
0.173083782,-0.15108609,0.025895981,0.392353154,0.008007097,-0.01757178,0.202791584,-0.026560055,0.801687337,-0.000224711,0.000699073,0.003564249,-0.015551157,-0.021121324,0.020452343,0.000255854,-0.181848766,0.148931711,0.001321596,0.792991835,-0.947865049,-0.007804638,0.026482126,-0.000248506,0.087024989,-0.048183451,-0.001115132,0.014426836,-0.124614545,-0.246406972,0.534176868,-0.009544574,0.476626579,-0.014237937,-0.084927394,-0.193228926,-0.461326043,0.008026072,0.03514727
0.201068341,-0.323661177,0.59603417,-0.179621208,0.006777809,-0.004949289,0.428957245,0.103871862,0.872328115,-0.0002181,-0.015571942,-0.00221399,-0.020382958,-0.065773002,0.13729656,0.000650954,-0.126062869,0.10789537,-0.000520659,0.892203362,-1.609845499,-0.002811417,0.010855453,-0.00331661,0.087580378,-0.056969867,-0.000556839,-0.0377723,-0.055034298,-0.203314137,0.472104225,-0.009234589,0.363868775,-0.014931195,-0.129745327,-0.1360819,-0.51598499,0.012145615,0.056882395
0.168660531,-0.030489379,-0.408789287,0.83267812,0.011258957,-0.047194973,0.302437386,0.137724802,0.875379074,-0.000116653,-0.003051126,-0.006265342,-0.017496019,-0.044840194,0.09894912,3.6334E-05,-0.196735639,0.137479836,0.001714034,1.207106415,-1.203389778,-0.018169878,0.114297031,-0.005171784,0.090349508,-0.067893861,-0.001581508,0.006828477,-0.036894479,-0.15048034,0.495163685,-0.012051345,0.405674753,-0.011239443,-0.065831954,-0.102768846,-0.518438318,0.005722071,0.026438763
0.176925763,-0.154984894,-0.028730898,0.521112476,0.007975545,-0.024845043,0.257793294,0.130929696,0.782789253,-9.40815E-05,-0.01420336,-0.001483015,-0.017353798,-0.034676663,0.044943395,0.000328874,-0.233810083,0.219065358,0.001645545,0.57382176,-0.436640593,-0.01009449,0.05717014,-0.006752985,0.088323764,-0.064397976,-0.001584589,-0.025339605,0.068487731,-0.153303609,0.590774579,-0.011954846,0.450769167,-0.017678015,-0.008629039,-0.044152952,-0.372566855,0.007408103,0.039688259
0.264806253,-0.581535073,1.244954119,-0.613281379,0.00864364,-0.016674761,0.168442153,-0.03006265,0.733954542,-0.000222556,-0.012047003,0.000941371,-0.014871527,-0.040995697,0.094895335,0.000431828,-0.186752622,0.120831125,0.002143707,0.87867642,-1.163731087,-0.00526376,0.055802972,-0.00281643,0.072920266,-0.046166435,-0.000919682,-0.000438259,0.220514127,-0.148165047,0.875218985,-0.028701658,0.456789677,-0.018151129,-0.007676566,-0.216407496,-0.544556983,0.036075841,0.146835932
0.272131862,-0.556134477,1.103996972,-0.431842414,0.008100884,-0.038981468,0.311606049,0.00554038,0.848548303,-0.000109669,-0.016885196,-0.000796525,-0.02115079,-0.045207185,0.102057673,0.00024697,-0.191233219,0.213295555,-0.000520898,0.733116234,-0.783269997,-0.007680712,0.032231498,-0.000490187,0.057142442,-0.045449661,-0.000432516,-0.128792792,-0.008895078,-0.287096441,0.642892737,-0.010772867,0.316715154,-0.015903143,-0.03156858,-0.039321705,-0.412173096,0.030626587,0.142283208
0.119879468,0.058410385,-0.48526478,0.689578723,0.015030752,-0.057611864,0.08574612,-0.120989344,0.741176677,-0.000164911,0.005517131,0.007752965,-0.015563517,-0.038358734,0.084257941,-0.00015817,-0.187021366,0.135180566,0.002797963,0.608161594,-0.475396053,-0.00969762,0.080239953,-0.005737387,0.064649724,-0.020858255,-0.00162785,0.012804082,0.081387961,-0.218801101,0.471095822,-0.012253057,0.499872605,-0.014482053,-0.027241486,-0.028010379,-0.425724547,0.002715376,0.013529188
0.101887226,0.090890741,-0.542948256,0.72028534,0.011962543,-0.040048003,0.326950367,0.041952388,0.760532961,-0.000224556,-0.008463764,0.005437605,-0.009820282,-0.03986051,0.098552806,0.000310602,-0.17643428,0.129747958,0.002162501,0.547035753,-0.572570931,-0.004826401,0.088762303,-0.003955117,0.086419876,-0.061443396,-0.00111362,-0.061123534,-0.0296142,-0.326370542,0.69076821,-0.022282825,0.476210685,-0.018788384,-0.096404259,-0.074662268,-0.466363711,0.002867221,0.013396691
0.1498122,-0.112322077,-0.025829742,0.36610825,0.000872983,0.034028724,0.033889459,-0.038420694,0.516375778,-0.00027442,0.006319613,0.006250036,-0.003649806,-0.055639937,0.14588805,0.000325297,-0.17076423,0.154042785,0.000724329,0.543234716,-0.553183495,-0.00427294,0.075600718,-0.001797011,0.065505181,-0.050354227,-0.001379784,-0.038502036,-0.014936939,-0.243346241,0.561001045,-0.012388128,0.444328251,-0.013081304,-0.117215395,-0.096783564,-0.451613682,0.005275747,0.024824447
0.247054999,-0.439185422,0.741398537,-0.078552239,0.013874977,-0.057984221,0.315257824,-0.015016348,0.673043098,-0.000180208,-0.003101267,0.00245605,-0.009063476,-0.043845942,0.08011296,0.000586225,-0.204922896,0.189861034,0.001075678,0.44310669,-0.041312062,-0.00395093,-0.053325597,0.004316398,0.067872856,-0.042762678,-0.000878412,-0.042028026,-0.025414274,-0.154557757,0.486736942,-0.004494894,0.401729875,-0.012287094,-0.133020204,-0.222594046,-0.499445827,0.021326367,0.099920702
0.161495929,-0.054004975,-0.333929565,0.808142791,0.010213185,-0.043827832,0.501977898,0.086190733,0.802887308,-0.000194561,-0.016974029,-0.001400699,-0.006788891,-0.052807551,0.131715214,0.000249451,-0.123673845,0.106933603,0.000333267,0.625229258,-0.401819465,-0.01186021,0.052240591,-0.005008199,0.089606217,-0.070369784,-0.000990659,-0.005716227,0.02741978,-0.176364446,0.544489955,-0.010579865,0.557357454,-0.021361119,-0.07436714,-0.058852951,-0.428184075,0.005789999,0.028665345
0.170245026,-0.181101488,0.123952092,0.308141935,0.011839222,-0.052013097,-0.014856262,-0.118046834,0.669811388,-9.22832E-05,0.002715397,0.003683837,-0.01376589,-0.055323617,0.148882965,0.000101293,-0.119023794,-0.00013775,0.0021371,0.560089994,-0.592226031,-0.009214835,0.018630398,-0.000673883,0.080971344,-0.04665865,-0.001620929,-0.16921164,0.014595591,-0.247276475,0.679863138,-0.024259494,0.394158895,-0.01252169,-0.033615937,-0.047210353,-0.372626577,0.008743067,0.042176965
0.133373471,0.128265016,-0.846507156,1.167674741,0.011805037,-0.038891618,0.142837212,0.138912394,0.883694214,-0.000198739,-0.000391345,-0.003894976,-0.02311858,-0.053895679,0.094050256,0.001066236,-0.140232093,0.102560073,0.000894924,0.528860591,-0.557210257,-0.005268537,0.086623419,-0.005432118,0.055258676,-0.025213974,-0.001146232,0.058677127,-0.12603292,-0.202014253,0.264963017,0.007297648,0.460920864,-0.014738866,-0.064716724,-0.109913108,-0.393576098,0.002645345,0.013403499
0.269338482,-0.594677498,1.267306805,-0.601062651,0.013717901,-0.047078569,0.237125143,-0.045372327,0.740370792,-0.000161253,-0.01164015,-0.00065187,-0.019645335,-0.076013785,0.17520775,0.001045651,-0.160948933,0.089690141,0.001775043,0.514713389,-0.397942488,-0.005313831,0.076388904,-0.005061246,0.068606875,-0.03696088,-0.000708271,-0.068458307,-0.077017991,-0.30890603,0.664933394,-0.018168728,0.483907501,-0.018424537,-0.009658897,-0.05671939,-0.350706122,0.028805457,0.138856936
0.203266343,-0.310131364,0.479374464,0.011760955,0.006993189,-0.024904018,0.331879512,0.012000795,0.712716959,-0.000129001,-0.007909178,0.003346441,-0.007849505,-0.01707059,0.034013839,-4.87637E-05,-0.20711385,0.184899124,0.001173139,0.306548277,-0.346102198,0.001171925,0.066296773,-0.002261215,0.093546472,-0.074297958,-0.000672394,-0.069234625,0.003381841,-0.266097554,0.228537308,0.004371032,0.58535675,-0.019115862,-0.06035732,-0.058994009,-0.525890515,0.013601874,0.064655204
0.196948865,-0.140388882,-0.235175761,0.898141444,0.013950119,-0.060345887,0.057211549,-0.175171351,0.51602473,-0.000154272,-0.000954683,0.008698149,-0.004809645,-0.013874543,0.013299836,9.69686E-05,-0.098932091,0.092088463,0.000136162,0.176546974,0.122869049,-0.005428212,0.075221982,-0.003864961,0.094572136,-0.056423907,-0.002105861,-0.167930663,-0.052831732,-0.307507227,0.67025007,-0.019320375,0.365454571,-0.012688987,-0.151137474,-0.145568184,-0.459684594,0.009787375,0.049315403
0.235084854,-0.432257258,0.813496817,-0.27361182,0.010999187,-0.033049968,-0.004937967,-0.079157757,0.677345247,-9.63104E-05,0.004811193,0.002072975,-0.020703659,-0.065551062,0.157175355,0.000713847,-0.13520984,0.125058711,0.001271565,0.782609058,-0.968641319,-0.003707782,0.092979334,-0.005215336,0.087936916,-0.063206093,-0.001697242,-0.113933836,-0.034265938,-0.241338957,0.681603578,-0.016215214,0.375297642,-0.014786848,-0.14422591,-0.067483929,-0.400918663,0.020805719,0.092230757
0.114060864,0.071450748,-0.544844126,0.784352968,-0.000873221,0.029494129,0.284879724,0.075931133,0.695144474,-0.000199562,-0.004375049,0.002639915,-0.008650344,-0.04489141,0.110934617,9.10469E-05,-0.176824559,0.160949736,0.001145282,0.65251589,-0.655374517,-0.011170264,0.059844987,-0.002994647,0.072371263,-0.049564287,-0.001088941,-0.128057453,-0.119024696,-0.238214137,0.742016591,-0.024213233,0.298203017,-0.008447378,-0.036282689,-0.105188174,-0.445335356,0.002846873,0.013716753
0.252427607,-0.436849814,0.693570778,0.016604435,0.009704817,-0.034072134,0.695655264,0.175864556,0.845902109,-0.000186434,-0.033634309,-0.002422482,-0.016004095,-0.038653762,0.083455319,5.17483E-05,-0.200441583,0.155676704,0.001030483,0.823115874,-0.841168807,-0.012986892,0.120664362,-0.00554396,0.037788229,-0.022848968,-0.000306541,-0.066431399,-0.123745464,-0.167189051,0.426609121,-0.007135308,0.478854275,-0.019142005,-0.079212675,-0.174864199,-0.386819469,0.024865004,0.103395528
0.272036474,-0.625642048,1.337367826,-0.646136498,0.015838812,-0.057302257,-0.094732011,-0.147239031,0.498886498,-0.000145166,-0.001844502,0.003987738,-0.012134835,-0.044603285,0.092234538,0.000144592,-0.198738064,0.166316434,0.001233746,0.700553416,-0.787849498,-0.008556709,0.039054676,-0.000926385,0.071159131,-0.044424417,-0.001296377,-0.204315302,-0.14710308,-0.314187728,0.661711711,-0.017484601,0.342677842,-0.009087267,-0.028640254,-0.043849,-0.283878328,0.04324633,0.186235277
0.305156315,-0.731946842,1.599318535,-0.834204976,0.007463026,-0.01401328,0.432253726,0.186254646,0.711660192,-0.00022606,-0.014445823,-0.005197173,-0.015804753,-0.030331099,0.036871035,0.000164348,-0.163265577,0.094504075,0.001897831,0.902642314,-1.182479113,-0.003469688,0.083299925,-0.005443057,0.061830743,-0.03509311,-0.001254964,-0.137194317,0.051248159,-0.247968247,0.611848735,-0.016115875,0.364073405,-0.008161572,-0.019103218,-0.085022474,-0.426952356,0.072460965,0.293582372
0.193813797,-0.309601245,0.498259317,0.017918406,0.008887905,-0.010600695,0.373567063,0.063246559,0.821574179,-0.000253378,-0.019485729,0.001216592,-0.012114686,-0.043221515,0.101322463,8.82656E-05,-0.079399445,0.069395605,7.25573E-05,0.714619477,-0.891724066,-0.006916928,0.076506607,-0.004915013,0.084729574,-0.057916053,-0.000652671,-0.001678293,0.016733748,-0.065069209,0.636753572,-0.01719682,0.483589518,-0.019416495,-0.206043431,-0.139526294,-0.487717055,0.012360044,0.060506299
0.23864025,-0.488163798,1.007858376,-0.449502712,0.009686217,-0.036555473,0.377881515,0.292074087,0.945514325,-0.000183873,-0.007499371,-0.00225942,-0.014597289,-0.03709093,0.07144804,0.000306414,-0.139443832,0.076353231,0.001599464,0.628464667,-0.629956587,-0.005593956,0.002602726,-0.000620448,0.05111769,-0.031113694,-0.00059896,0.036697728,-0.004474985,-0.261034229,0.627687418,-0.01326764,0.427975855,-0.010939902,-0.063812434,-0.080581451,-0.368396203,0.023408881,0.111073867
0.219644461,-0.439997212,0.953717048,-0.496652026,0.011538492,-0.032738524,0.520481534,0.017773242,0.807875521,-0.00026904,-0.018274224,0.001506575,-0.012687027,-0.072535902,0.198054068,0.000140391,-0.110869032,0.034992474,0.001433934,0.587716697,-0.842324799,-0.003719425,0.102800483,-0.004387358,0.06053991,-0.034051644,-0.001274457,0.056245976,-0.038755132,-0.171358903,0.58343794,-0.012245446,0.706855911,-0.027196318,-0.145608911,-0.098663413,-0.566425239,0.017278786,0.073673628
0.224123869,-0.3821512,0.624755934,-0.020059007,0.019886278,-0.0737479,0.24846119,0.063185033,0.686433734,-0.000198966,-0.014770081,-0.004722282,-0.022865668,-0.041259334,0.086850708,0.000387277,-0.103844668,0.088897976,0.000143481,0.581145203,-0.681654296,-0.006043482,0.1060332,-0.008946589,0.046829728,-0.030152527,-0.000785477,0.013157439,0.213731459,-0.222780721,0.58377583,-0.013192857,0.441928781,-0.016010178,-0.08169285,-0.098706064,-0.377106208,0.021160222,0.093212198
