AgeC_rcs1,AgeC_rcs2,AgeC_rcs3,AgeC_rcs4,PackYearsC_rcs1,PackYearsC_rcs2,SmokeFormer0to5C_cat,SmokeFormer5PlusC_cat,SmokeCurrentC_cat,AgeCXPackYearsC_int,AgeCXSmokeFormer0to5C_int,AgeCXSmokeFormer5PlusC_int,AgeCXSmokeCurrentC_int,DrinksLastWeekC_rcs1,DrinksLastWeekC_rcs2,AgeCXDrinksLastWeekC_int,FruitVegC_rcs1,FruitVegC_rcs2,AgeCXFruitVegC_int,PotatoC_rcs1,PotatoC_rcs2,AgeCXPotatoC_int,JuiceC_cont,AgeCXJuiceC_int,BMIC_rcs1,BMIC_rcs2,AgeCXBMIC_int,EduHSGrad2C_cat,EduSomePS2C_cat,EduPSGrad2C_cat,DiabetesC_cat,AgeCXDiabetesC_int,HypertensionC_cat,AgeCXHypertensionC_int,SurveyCycle2C_cat,SurveyCycle3C_cat,SurveyCycle4C_cat,H0_1Year,H0_5Year
0.219999016,-0.28668623,0.287163942,0.321536344,0.009887971,-0.027533324,0.386787926,0.028780971,0.712231955,-0.000249025,-0.014626839,-0.003929908,-0.012931288,-0.046838571,0.093663845,0.000492838,-0.14607347,0.048088303,0.002351059,0.520402058,-0.598476014,0.002676052,0.104641002,-0.004642406,0.098398156,-0.081603747,-0.001024283,-0.014962226,-0.046372258,-0.240480439,0.621195923,-0.014353118,0.540305827,-0.019177793,-0.203025367,-0.260416774,-0.450519356,0.014331788,0.069870861
0.171532148,-0.141066982,0.026084448,0.336962066,0.016272972,-0.078624085,-0.003069033,-0.037620912,0.688085818,-9.91657E-05,0.006635324,0.002902514,-0.014951151,-0.047564319,0.124359138,2.67259E-05,-0.203417727,0.145148468,0.001909958,0.62381177,-0.626955545,-0.011276381,0.159310825,-0.007500243,0.06445323,-0.039901957,-0.00135967,0.06521173,-0.089493942,-0.171890153,0.700690693,-0.018337343,0.434471664,-0.016838997,-0.038811223,-0.092989247,-0.409626394,0.006240091,0.032340674
0.268003134,-0.428914721,0.577380415,0.210224969,0.003560305,-0.000411744,0.265735532,0.012018431,0.861848465,-0.000194168,-0.005793607,0.003451748,-0.01508366,-0.072115625,0.166042699,0.000635923,-0.104731547,0.038398554,0.000670117,0.578879427,-0.553994111,-0.006984563,0.112596637,-0.004132129,0.076843376,-0.044356898,-0.001131441,-0.10491706,0.053085724,-0.254881871,0.526380732,-0.009649774,0.301015211,-0.008648786,-0.106345573,-0.155967544,-0.366260995,0.022601817,0.106156015
0.291865709,-0.63019724,1.252618493,-0.456558164,0.0260859,-0.098945835,0.15398817,-0.056015019,0.54700028,-0.000230769,-0.007919518,-0.00028412,-0.013373599,-0.037821091,0.088893038,0.000344886,-0.142099117,0.146677224,-0.000622329,0.295263032,-0.266692671,0.002536311,0.118461697,-0.004816929,0.058432173,-0.040107469,-0.000897418,-0.071654534,-0.343692412,-0.256236612,0.402827732,-0.004840516,0.453636695,-0.018326328,-0.00329495,-0.001138792,-0.298171094,0.045405994,0.203714355
0.19054042,-0.182003211,0.111004595,0.265077058,0.018172345,-0.096157132,0.231990775,-0.101367634,0.732414438,-3.45786E-05,-0.018193867,0.00159109,-0.02107386,-0.045530333,0.098317055,0.000220132,-0.147608709,0.140273162,7.91352E-05,0.536439719,-0.530279087,-0.003013651,0.011480974,0.001170439,0.080269092,-0.044394914,-0.001425184,-0.134282504,0.039336546,-0.167513382,0.352973873,0.002003493,0.441855359,-0.017854502,-0.05321596,-0.040257663,-0.40448673,0.008627142,0.039847281
0.174567422,-0.151349839,0.008904969,0.428438844,0.011908873,-0.035747812,0.006241082,-0.087544812,0.600215658,-0.000166017,-0.005865476,0.002006487,-0.010352548,-0.060483281,0.158928888,0.000409945,-0.146149784,0.041413859,0.002905475,0.585277709,-0.624571892,-0.007441483,0.104784153,-0.002217412,0.059380882,-0.029261989,-0.001338817,-0.007357552,-0.099721234,-0.188033353,0.639972977,-0.010023432,0.407687381,-0.018406359,-0.076817812,-0.173828738,-0.569384721,0.006459647,0.033268631
0.275068639,-0.624970999,1.352239971,-0.66991,0.00993387,-0.027734699,0.336859444,0.030249209,0.843381625,-0.000202625,-0.005320643,0.004866793,-0.011849388,-0.046188666,0.119501571,0.000307791,-0.151555342,0.090905335,0.002229915,0.400908328,-0.116686546,-0.008093466,0.052440756,-0.002270235,0.095619788,-0.076872298,-0.000684954,-0.047600608,-0.079818655,-0.315322588,0.656662931,-0.015085015,0.527160028,-0.018790456,-0.147976004,-0.290122524,-0.470253897,0.035888611,0.16562153
0.165858035,-0.188094379,0.217873909,0.127019222,0.012999181,-0.048134226,0.520495525,0.111097907,0.84989125,-0.000255661,-0.023977995,-0.007472048,-0.018065087,-0.035608796,0.07608755,0.000276341,-0.163940562,0.064538104,0.002682205,0.60504002,-0.698715187,-0.002570252,0.09489192,-0.002294383,0.080264618,-0.062223835,-0.000820116,-0.039394791,0.041054402,-0.181356476,0.648953186,-0.018228578,0.491911672,-0.015499897,-0.07135736,-0.11662614,-0.417392498,0.008812018,0.042267618
0.279525412,-0.601223897,1.252522791,-0.584491862,-0.001168718,0.014794296,0.331024718,-0.010232136,0.951593763,-5.65845E-05,-0.015843029,0.001909107,-0.025372894,-0.048104481,0.121622274,0.000381284,-0.095209644,0.030856114,0.001722545,0.2397531,0.07757471,-0.001204367,0.070767825,-0.002838069,0.05628727,-0.027739801,-0.000859673,-0.018350667,-0.00194853,-0.303243441,0.702602519,-0.017498647,0.401468278,-0.010434699,-0.086799339,-0.224527578,-0.470954401,0.03164567,0.139729583
0.248154964,-0.440765125,0.764419933,-0.144941048,0.016547265,-0.05876164,0.142728278,-0.083005943,0.555000977,-0.000158979,-0.005562081,0.004728303,-0.007540162,-0.049569708,0.108459748,0.000370261,-0.16610808,0.147029315,0.00078321,0.583099581,-0.493723105,-0.007595018,0.079159662,-0.002154114,0.083232156,-0.059034403,-0.001607324,-0.102164268,-0.062981737,-0.266920157,0.535480414,-0.009848696,0.364325606,-0.012872175,-0.111342826,-0.079371968,-0.411775166,0.020786034,0.105598445
0.244063638,-0.469069176,0.937884661,-0.403352418,0.018346044,-0.067714624,0.313960463,-0.089514393,0.760875742,-0.00033153,-0.011306199,0.001503974,-0.023432072,-0.050737053,0.103647296,0.000795217,-0.200204192,0.166087104,0.000825437,0.463874715,-0.503380611,-0.001188873,0.086108286,-0.005094374,0.058942835,-0.029022597,-0.000946281,-0.043956915,0.061567938,-0.240551827,0.589099186,-0.016640978,0.316343237,-0.007909639,-0.191928656,-0.175248974,-0.496518635,0.019554115,0.097727131
0.319171945,-0.736323182,1.544327256,-0.69790179,0.011960987,-0.059059818,0.568181039,0.115337118,0.982028518,-9.86461E-05,-0.015400241,-0.004252277,-0.02305143,-0.035649932,0.068552319,0.000232097,-0.201183808,0.105672192,0.003181803,0.444624534,-0.435933138,-0.005640245,0.154737291,-0.004578319,0.069561102,-0.063550929,-0.000787943,0.006576101,-0.031427172,-0.247736492,0.789431871,-0.020969227,0.552854212,-0.016664865,-0.035192455,-0.147150544,-0.447058989,0.069347739,0.29581208
0.222335886,-0.445432061,0.899134302,-0.347120788,0.012251019,-0.037624549,0.341306849,-0.05929769,0.591156747,-0.000177349,-0.015683062,0.001904346,-0.011163729,-0.057286893,0.117953747,0.00076536,-0.12612744,0.098657299,3.88313E-05,0.734959104,-0.845264747,-0.009435891,0.03496097,-0.000901046,0.061668883,-0.040641144,-0.00028985,0.034017291,-0.06640073,-0.136699508,0.709845043,-0.020259354,0.497035295,-0.016286635,-0.162191755,-0.180987208,-0.431387319,0.020664097,0.095535804
0.194894545,-0.250876999,0.382615015,-0.037469297,0.019907325,-0.079570125,-0.091174023,-0.200725739,0.692762256,-0.000165706,0.001051609,0.002147811,-0.020909596,-0.040206354,0.070020794,0.000437656,-0.162830378,0.142072253,0.000747834,0.754737317,-0.629989424,-0.011563589,0.01857106,-0.0049454,0.097756274,-0.060661602,-0.001549841,-0.169607999,-0.048947374,-0.171905753,0.542174545,-0.013954319,0.388748999,-0.016112165,-0.088949181,-0.06712396,-0.420035531,0.010753972,0.048132872
0.217972782,-0.295514047,0.311355153,0.310782159,0.005075371,-0.006574285,0.236535756,0.051755977,0.686252452,-0.000204951,-0.003411477,-0.001901187,-0.015258943,-0.046782976,0.127978665,2.4746E-05,-0.172218859,0.100229326,0.0023976,0.69023319,-0.407825847,-0.014255554,0.10003902,-0.005397589,0.09323155,-0.073985828,-0.001326894,-0.095558639,-0.10928827,-0.228974086,0.426895467,-0.004153299,0.587865397,-0.020539748,-0.172818638,-0.237775708,-0.432438767,0.013574675,0.061228015
0.222339881,-0.375049956,0.636963786,-0.069755872,0.009695411,-0.01981694,0.044792547,-0.125081906,0.503082648,-0.000207964,-0.008849389,-0.003893493,-0.013859474,-0.048690806,0.091019286,0.000752307,-0.159016038,0.059927335,0.002527369,0.655580633,-0.496475989,-0.008531388,0.037020241,6.0522E-05,0.090978901,-0.06158139,-0.00095938,-0.011291468,0.05660821,-0.208684045,0.590913422,-0.013002376,0.296880607,-0.01096195,-0.140535336,-0.187502241,-0.475878015,0.017732433,0.078034517
0.082966714,0.148562269,-0.655257219,0.746301362,0.008728843,-0.023429287,0.102130918,-0.088162975,0.758251038,-0.000124589,-0.008516005,-0.001754622,-0.019298799,-0.064554926,0.144263697,0.000619596,-0.148688692,0.137496029,-0.000130772,0.784202537,-1.107967289,-0.005953332,0.052733424,-0.00343233,0.071422993,-0.043358172,-0.001371669,-0.053221063,-0.027430911,-0.338849651,0.702925579,-0.015619999,0.264633767,-0.010095575,-0.06430089,-0.082760062,-0.511940722,0.001918115,0.009275006
0.20338198,-0.236813157,0.141895184,0.462698053,0.003033105,0.019396799,0.2081528,0.081721725,0.785687138,-0.000261802,-0.006262468,-0.001731682,-0.016001797,-0.030164025,0.085680373,-0.000215923,-0.171506598,0.126655867,0.001499738,0.704589255,-0.571620574,-0.009976334,0.131306091,-0.004797066,0.054430359,-0.041790545,-0.000245612,-0.138947718,0.023045735,-0.20573237,0.796316371,-0.021568729,0.542858253,-0.019670069,-0.198949074,-0.18608278,-0.510586082,0.011609756,0.049930342
0.248927855,-0.57770128,1.307119075,-0.725092208,0.013598511,-0.026032071,-0.127329926,0.029257659,0.724205553,-0.000483947,0.017805349,0.00713917,-0.00280618,-0.065346937,0.169759029,0.000358719,-0.133439613,0.112653467,0.00193237,0.860519461,-1.221083257,-0.00592096,0.050575524,-0.003403972,0.067410095,-0.048734475,-0.000417894,-0.02357531,-0.067449084,-0.187404966,0.569987527,-0.012525173,0.606502226,-0.023425924,-0.139193532,-0.137679059,-0.350649651,0.026577391,0.130111759
0.124710958,0.202096121,-1.092319428,1.427959862,0.011882343,-0.035522609,0.304229648,-0.137547758,0.874428935,-0.000283477,-0.010195302,0.008920441,-0.022208032,-0.045319267,0.105350327,0.000902651,-0.111522299,0.047212967,0.000849496,0.411111342,-0.22327125,-0.012193412,0.042023206,-0.002176786,0.060263423,-0.034051844,-0.001036339,-0.039761333,0.034480277,-0.217033557,0.465036048,-0.007236941,0.609161922,-0.024161006,-0.179295462,-0.188497295,-0.533706418,0.002064429,0.010105257
0.279365489,-0.495153274,0.784380695,0.01485336,0.014077923,-0.050830318,0.160510664,-0.16456236,0.852848723,-0.000321136,-0.003146937,0.010064142,-0.01908381,-0.041438769,0.077457899,0.000548075,-0.063081448,0.034755678,-0.0003339,0.713731383,-0.812315055,-0.011928995,0.077311279,-0.001915709,0.067666583,-0.034669913,-0.001436158,0.016777436,-0.12457968,-0.24514529,0.68602167,-0.014476497,0.345286979,-0.011376796,-0.044214469,-0.107438085,-0.399937881,0.034856824,0.156154038
0.179047235,-0.191925056,0.172173545,0.221980981,0.021558844,-0.099205396,-0.033402776,-0.179023466,0.513926678,-0.000126265,0.002989179,0.008128386,-0.00638551,-0.035390971,0.062427294,0.000235952,-0.183868128,0.169433318,0.001171844,0.390863587,-0.336889445,-0.001356117,0.048065556,-0.002549779,0.079105648,-0.054576647,-0.001276242,0.077195524,0.015709397,-0.17680744,0.704741858,-0.018905138,0.434436161,-0.016337474,-0.175642266,-0.144088511,-0.614078888,0.008573174,0.042256611
0.160543918,-0.088077976,-0.195492856,0.651391173,0.017828211,-0.065312903,0.210220986,-0.026360943,0.771091462,-0.000263604,-0.0098948,-0.000396242,-0.015827767,-0.038969603,0.074123841,0.000562433,-0.094731284,0.075536993,0.000701817,0.811718131,-1.095024106,-0.005236937,0.059810236,-0.002912294,0.107599963,-0.073015991,-0.001793344,-0.026452136,-0.010618626,-0.24183306,0.757674501,-0.016223372,0.376165405,-0.013245957,-0.069046829,-0.151539306,-0.403580392,0.007832645,0.03484069
0.347684793,-0.931205806,2.207386119,-1.395041285,0.002543792,0.01573995,0.286892767,0.029998004,0.873085158,-0.000230151,-0.015391204,0.001622645,-0.025307284,-0.073085109,0.166501086,0.000711888,-0.166565756,0.156581789,0.000177984,0.374939521,-0.374048974,-0.005624708,0.030468148,-0.00320841,0.059392174,-0.024403436,-0.001174056,0.038631134,-0.160088039,-0.172019403,0.559161142,-0.01473928,0.414230007,-0.018271777,-0.039053914,-0.164038449,-0.401280263,0.093060845,0.353965527
0.212453419,-0.223737275,0.084029678,0.503930817,0.011733035,-0.043345686,0.011149183,-0.113742274,0.731404592,-0.000168219,0.007021875,0.006557042,-0.016822391,-0.04528755,0.101858411,0.000389853,-0.16909704,0.098931861,0.00222918,0.469456026,-0.332599075,-0.007246653,0.076053261,-0.001635967,0.087302661,-0.059474332,-0.000711927,-0.133413234,-0.033174844,-0.29512956,0.784519496,-0.023229409,0.413244643,-0.013810809,-0.118830557,-0.123686483,-0.56859653,0.012619904,0.052707858
0.202807593,-0.329251152,0.580494103,-0.139648116,0.01139165,-0.025942615,0.486758252,-0.076134134,0.823011412,-0.000253304,-0.00855195,0.001701496,-0.019957336,-0.049154289,0.121409435,0.000264505,-0.179134969,0.165438061,0.001076918,0.650429489,-0.768425009,0.000599423,0.044652193,-0.004388405,0.111169301,-0.090323552,-0.001225752,-0.075904543,-0.01781594,-0.320507651,0.703300146,-0.01593988,0.290878094,-0.008176689,-0.10351875,-0.094964008,-0.421107546,0.013359146,0.060108704
0.205120269,-0.313187803,0.512396016,-0.061176809,0.003610255,-0.012495631,0.234310378,-0.01084877,0.741722796,-8.88322E-05,-0.009031132,0.000599703,-0.012577027,-0.021894113,0.043941697,2.20207E-05,-0.163095249,0.142806724,0.001110244,0.408524531,-0.158154284,-0.00503226,0.051460311,-0.003078394,0.063293493,-0.049054311,-0.00078524,-0.017342962,0.058991144,-0.210206825,0.499572384,-0.011150892,0.623766638,-0.015525592,-0.141980291,-0.167166636,-0.454111115,0.011585634,0.061367415
0.27728784,-0.554748046,0.988894743,-0.173571345,-0.00068763,0.025736804,0.538533926,0.191203143,0.91573555,-0.00025376,-0.018539938,0.006523748,-0.013863409,-0.055263209,0.145199733,0.000445757,-0.095856866,0.054660346,-5.16477E-05,0.354779556,-0.238763604,-0.006196745,0.073786492,-0.004801603,0.078822766,-0.054052207,-0.001248563,-0.082205751,-0.178205826,-0.248256177,0.407707256,-0.00966342,0.550342887,-0.017566182,-0.020542754,0.027876645,-0.400447951,0.036195991,0.152391051
0.23661284,-0.313837426,0.260916581,0.484716176,0.021115163,-0.093050703,0.187654536,-0.089545424,0.652985245,-0.000186212,-0.011626767,-8.31477E-05,-0.014647402,-0.062830936,0.152564878,0.000437903,-0.061692356,-0.019624092,0.00142296,0.591206389,-0.439675702,-0.007165945,0.05499871,-0.005162475,0.09973966,-0.058127241,-0.001257175,-0.082652452,-0.069390955,-0.164482995,0.537386089,-0.013324211,0.380427834,-0.011275415,-0.030102049,-0.195760016,-0.508488647,0.020263625,0.087572277
0.237291892,-0.356202687,0.502479211,0.100690596,-0.001233097,0.01907306,0.567263287,-0.054479885,0.978937099,-0.000128761,-0.018230351,0.003550737,-0.022810863,-0.050691707,0.140339432,0.000125617,-0.082414328,0.07438307,0.000113281,0.683134485,-0.94665426,-0.003870744,0.074558218,-0.003875611,0.079931913,-0.054386489,-0.000865229,-0.141731375,0.054313826,-0.333410287,0.209664827,-0.005844739,0.513692289,-0.019636051,-0.164444284,-0.181700317,-0.542334551,0.016086303,0.072158913
0.148709774,-0.084689053,-0.13005409,0.499940882,0.016132798,-0.040856638,0.256612921,-0.053832061,0.546533657,-0.000333501,-0.013196486,0.002168111,-0.007487478,-0.039170262,0.078935497,0.000188158,-0.221179522,0.234193949,0.000265032,0.177897182,0.254136869,-0.0026042,0.054745485,-0.00252906,0.070384902,-0.055405242,-0.000490552,0.037561958,0.04605726,-0.173795718,0.459452445,-0.003970708,0.467510279,-0.015999454,-0.089557754,-0.211033893,-0.482764047,0.004178231,0.022203387
0.191383471,-0.269147445,0.378364699,0.100511676,0.02086344,-0.06889759,0.312991582,-0.04299483,0.732779621,-0.000280135,-0.011510542,0.000145557,-0.019758631,-0.028375325,0.009568516,0.000708541,-0.167538454,0.115254044,0.002938273,0.852163115,-0.982879283,-0.010776234,0.079038546,-0.005836803,0.097380544,-0.078131336,-0.001339062,-0.152100488,-0.088327661,-0.174768638,0.684082842,-0.018756101,0.561614568,-0.021018729,-0.110944343,-0.156422985,-0.504196711,0.013493156,0.062663959
0.339674473,-0.844991174,1.879260848,-0.995047937,0.001658494,0.0130317,0.35894824,0.094981171,1.026066373,-0.000243987,-0.011695431,-0.00058369,-0.023861834,-0.020139899,0.01874704,0.000136585,-0.189957527,0.172791173,0.000651197,0.739633073,-0.676213516,-0.015304612,0.075747715,-0.005405176,0.062655572,-0.034923706,-0.000640162,-0.000951599,0.052398721,-0.074256843,0.789063229,-0.022420461,0.513261024,-0.020853785,-0.036785332,-0.118820608,-0.507082596,0.0878746,0.351721532
0.237570919,-0.4859638,1.011937665,-0.482622422,0.015181561,-0.054120593,0.096898944,-0.082209767,0.730942398,-0.000246005,0.007623207,0.010366538,-0.015338383,-0.039827866,0.102119626,-5.09827E-05,-0.179523137,0.17525674,0.000306895,0.63306055,-1.028419607,0.00049257,0.074888631,-0.004726424,0.066183693,-0.048921082,-0.000859036,-0.088448121,-0.049540961,-0.266521315,0.680823051,-0.017946007,0.330666968,-0.01112986,-0.003731865,-0.127383611,-0.367027598,0.022286092,0.105326537
0.163401709,-0.116401746,-0.019754126,0.328557279,0.026847634,-0.145231344,0.128807753,-0.27875023,0.551768342,2.17107E-05,-0.01256437,0.00165351,-0.015218746,-0.057826649,0.160720736,0.000450697,-0.222245211,0.180488291,0.001979384,0.907670699,-1.273042643,-0.005906985,0.040747788,-0.002087496,0.083848696,-0.060205589,-0.002135061,-0.112351093,-0.04846247,-0.204227691,0.639371317,-0.015060977,0.45429613,-0.015464649,-0.071337452,-0.21872195,-0.464388651,0.00693439,0.031708486
0.264785227,-0.556755919,1.122398826,-0.452365439,0.001642006,-0.005024791,0.391258234,-0.001920554,0.878018419,-7.81252E-05,-0.020412429,-0.001704845,-0.022744129,-0.045928248,0.080683208,0.000521666,-0.178156306,0.101439017,0.00249747,0.526417881,-0.593946915,-0.003380727,0.027362653,-0.001605996,0.087340595,-0.073512673,-0.000738427,-0.04081821,-0.004874687,-0.319365283,0.724573696,-0.016733183,0.531185558,-0.018728244,-0.049120857,0.042610708,-0.335465641,0.036725947,0.151650667
0.226014158,-0.331199408,0.438741244,0.167641869,0.003064307,-0.00112686,0.419738828,0.100751534,0.827266452,-9.62208E-05,-0.015485844,-0.003249971,-0.014466929,-0.045442615,0.134013508,0.00018414,-0.156160402,0.135427824,0.000768928,0.545468119,-0.814422018,-0.003087105,0.050429962,-0.001207114,0.084769447,-0.05156868,-0.001311074,0.070254673,0.142741291,-0.157021262,0.604604528,-0.013585485,0.411319028,-0.016538954,-0.0368738,-0.094005383,-0.32722247,0.014811737,0.069769985
0.174664073,-0.160733211,-0.025127335,0.576109863,0.011757448,-0.022011919,0.24562972,0.183136702,0.809920843,-0.000369682,0.00313453,7.51612E-05,-0.005706423,-0.041493757,0.083814599,0.000288156,-0.155797809,0.106703557,0.000818404,0.723842797,-0.892021629,-0.005922162,0.062025887,-0.00322071,0.070010951,-0.05350505,-0.000609244,0.031804381,0.037981304,-0.244406207,0.635005906,-0.010679493,0.51122839,-0.017836546,-0.087876858,-0.146729459,-0.424382547,0.009594231,0.03969802
0.150456371,0.0271827,-0.530747188,0.877357902,0.001773793,0.005232399,0.270605931,-0.01525538,0.854449645,-0.000107694,-0.011920451,-0.003150235,-0.02298564,-0.040885903,0.107948849,0.000201644,-0.166981581,0.114872297,0.0026753,0.643443912,-0.816293602,-0.003106589,0.144319878,-0.006125231,0.058988729,-0.035657832,-0.000764119,-0.071755346,-0.124378929,-0.324483898,0.456904027,-0.007573481,0.622168773,-0.020653185,0.046319188,-0.078993531,-0.345322733,0.003513524,0.016563916
0.195620025,-0.260280828,0.300842278,0.245551747,0.016727484,-0.071696442,0.373716958,0.154772588,0.854735315,-0.000201131,-0.006166624,-0.00127578,-0.012644849,-0.05801967,0.131259385,0.000547876,-0.089144692,0.007239118,0.001755036,0.788580643,-0.718907477,-0.012743369,0.130672534,-0.0073454,0.089224959,-0.059295589,-0.001283066,-0.103110303,0.019734384,-0.221931403,0.517677607,-0.019490935,0.504422904,-0.014127681,-0.171794344,-0.124084478,-0.531183028,0.010961209,0.055217785
0.220216706,-0.458065396,0.994956299,-0.508634466,0.008216281,-0.024890433,0.145152392,-0.000794592,0.771173925,-0.000163364,-0.004269283,0.000739085,-0.013460773,-0.036749541,0.07670294,0.000333753,-0.1621548,0.10969196,0.001495099,0.718212359,-0.77728692,-0.005068398,0.024889154,0.00021449,0.069035566,-0.031616978,-0.001403291,-0.117356078,-0.011609157,-0.26223041,0.50937505,-0.009799101,0.434684966,-0.016342114,-0.064593066,-0.138938467,-0.465525603,0.02005768,0.091072578
0.180019258,-0.153334708,-0.0549014,0.591772012,0.007903836,-0.017974006,0.332560704,0.170104295,0.871328373,-0.000242077,-0.009029118,-0.007455835,-0.02157872,-0.040360774,0.07097138,0.000454267,-0.204670161,0.149726425,0.002418391,0.773268897,-1.175095234,-0.005145352,0.055673233,-0.002592944,0.058044923,-0.029676995,-0.001062246,0.044288514,0.067185652,-0.261052648,0.558092833,-0.01155814,0.454060422,-0.013767683,0.008622116,-0.175879196,-0.390824553,0.007553962,0.035983384
0.114958699,0.135594838,-0.805278606,1.09814439,0.01529776,-0.045619096,0.418966826,0.017105842,0.779850135,-0.000363006,-0.016929683,0.004331833,-0.011789159,-0.044404092,0.076842844,0.000646344,-0.207036693,0.167245898,0.001177954,0.700551204,-0.857900708,-0.007059217,0.162571709,-0.005843502,0.052042268,-0.024763292,-0.001277273,-0.143910363,0.143631508,-0.207499852,0.459032594,-0.001764931,0.712666702,-0.030977385,-0.055746497,-0.122703149,-0.436529473,0.00242987,0.011704288
0.164181619,-0.136880058,-0.000329632,0.391013581,0.019709342,-0.073247602,0.422113515,0.090695635,0.749925587,-0.000303884,-0.014866701,-0.002536403,-0.018563456,-0.045725794,0.073768071,0.000539293,-0.180431439,0.15616668,0.000896148,0.925486286,-1.666799859,0.005210458,0.083130699,-0.006339962,0.076107893,-0.054534697,-0.000611946,0.018988501,0.17658956,-0.230391847,0.720207848,-0.022509599,0.359153549,-0.008582797,-0.04931048,-0.11906719,-0.44047853,0.007552483,0.038449495
0.183444828,-0.189175917,0.08039265,0.411322945,0.003416961,-0.006440859,0.46592824,0.271389437,0.897843364,-0.000111612,-0.00567205,-0.004639182,-0.022608004,-0.033975737,0.066342236,0.000198023,-0.241577984,0.206349791,0.001688183,0.421717099,-0.380214764,0.002382749,0.050811967,-0.002631037,0.052447918,-0.023127391,-0.000545222,-0.066965262,-0.193686192,-0.269855102,0.652165096,-0.017364863,0.526161014,-0.016587103,-0.169899199,-0.25695343,-0.444528029,0.008089006,0.03693367
0.198848034,-0.168224088,-0.005850729,0.449869312,0.019486259,-0.081635098,0.290405044,-0.07124355,0.804269645,-0.000163355,-0.015596304,0.00126722,-0.02416362,-0.062663353,0.174394846,0.00011181,-0.146270673,0.06566459,0.001806353,0.538540385,-0.472761914,-0.005958365,0.122333974,-0.004088227,0.058569172,-0.030131954,-0.000665046,-0.051105737,-0.023817609,-0.20546264,0.502509628,-0.0061974,0.293019941,-0.007714357,-0.092478804,-0.189643017,-0.494277532,0.008075947,0.037424231
0.229899435,-0.387355478,0.633279963,-0.037089491,0.005804014,-0.033141647,0.354293215,0.140112582,0.880119462,-4.66666E-05,-0.01759759,-0.003920767,-0.02264236,-0.050432555,0.112391159,0.000394759,-0.190062675,0.149294973,0.001017674,1.169001327,-1.968690984,-0.003209339,0.108458201,-0.003742759,0.071409698,-0.04187345,-0.000902723,-0.014053982,0.018454272,-0.311917923,0.610786044,-0.011609263,0.510765193,-0.017174716,-0.188358913,-0.172146482,-0.545628664,0.019348171,0.084213873
0.227318774,-0.375671844,0.61383604,-0.039034164,0.009566635,-0.039059617,0.181063135,-0.160361655,0.541791451,-0.000120284,-0.013337318,0.006163104,-0.012088792,-0.029516845,0.054165921,0.000134883,-0.200113565,0.137163372,0.00262335,0.208590045,0.412017036,-0.008818902,0.078629632,-0.003423915,0.059140643,-0.033231426,-0.000906576,-0.100028901,0.107683366,-0.19338817,0.313479247,-0.000437779,0.545487808,-0.024533432,-0.108670214,-0.165516106,-0.434489387,0.015904611,0.072752412
0.200341646,-0.247573757,0.203838205,0.37920223,0.014864676,-0.06988175,0.176161111,-0.270716079,0.632919799,-9.77047E-05,-0.016509322,0.004832625,-0.012398892,-0.054316121,0.133488844,0.000175395,-0.138425208,0.084854688,0.001450741,0.661021298,-0.74656207,-0.008724626,0.058501673,-0.002939514,0.073935289,-0.054380593,-0.000437282,-0.066667643,-0.10809367,-0.217950809,0.485899803,-0.012695122,0.585808858,-0.022317542,-0.083005532,-0.050512473,-0.434831772,0.012440666,0.059242531
0.281702689,-0.551732372,1.001424227,-0.224595668,0.01338718,-0.046559784,0.284723495,0.18869426,0.722853892,-0.000199821,-0.008478738,-0.005705627,-0.012161739,-0.029340288,0.074270706,-0.000177968,-0.150270493,0.090470763,0.002442366,0.751793671,-0.957284302,-0.003991593,0.054876799,-0.001865047,0.082654732,-0.047287327,-0.001665456,-0.005336084,-0.115253766,-0.148165665,0.690236706,-0.015738092,0.422061286,-0.013243287,-0.095884013,-0.17995686,-0.475417948,0.039122977,0.171550204
0.287369185,-0.686296242,1.467576351,-0.669738883,0.013342332,-0.046797538,0.143692863,-0.099728192,0.591178514,-0.0002078,-0.006478274,0.001221669,-0.011143507,-0.054953577,0.143753752,0.000603211,-0.151388936,0.097255474,0.002107837,0.648115241,-0.810975437,-0.004778166,0.00506594,-0.00284669,0.09681577,-0.072303899,-0.001361811,-0.113119292,0.045186537,-0.200910978,0.524150654,-0.009084785,0.389544631,-0.017218469,-0.086224232,-0.058860029,-0.322182265,0.058231705,0.24253732
0.133627581,0.083885647,-0.715050922,1.086069128,0.000952668,0.00143727,0.438352647,0.065430109,0.905494858,-0.000122803,-0.016229566,-0.000116057,-0.021860676,-0.036839987,0.075521963,0.000729899,-0.193338711,0.135370433,0.001509197,0.80423083,-0.775005383,-0.010034671,0.008270289,0.002443083,0.061745225,-0.047217422,-0.001305519,0.1153362,0.08996092,-0.175467007,0.346062088,-0.002918404,0.578565392,-0.018796735,-0.118720509,-0.167843776,-0.463907563,0.003424589,0.015773887
