AgeC_rcs1,AgeC_rcs2,AgeC_rcs3,AgeC_rcs4,PackYearsC_rcs1,PackYearsC_rcs2,SmokeFormer0to5C_cat,SmokeFormerPlus5C_cat,SmokeCurrentC_cat,AgeCXPackYearsC_int,AgeCXSmokeFormer0to5C_int,AgeCXSmokeFormerPlus5C_int,AgeCXSmokeCurrentC_int,DrinksLastWeekC_rcs1,FormerDrinkerC_cat,AgeCXDrinksLastWeekC_int,AgeCXFormerDrinkerC_int,FruitVegC_rcs1,FruitVegC_rcs2,AgeCXFruitVegC_int,PhysicalActivityC_rcs1,PhysicalActivityC_rcs2,AgeCXPhysicalActivityC_int,BMIC_rcs1,BMIC_rcs2,AgeCXBMIC_int,EduHSGrad2C_cat,EduSomePS2C_cat,EduPSGrad2C_cat,DiabetesC_cat,AgeCXDiabetesC_int,HypertensionC_cat,AgeCXHypertensionC_int,SurveyCycle2C_cat,SurveyCycle3C_cat,SurveyCycle4C_cat,H0_1Year,H0_5Year
0.09029389,-0.045172939,0.238371772,-0.430598372,0.02633863,-18.5894295,0.159291261,-0.111395992,0.992085823,-0.000455479,0.003636867,0.004921391,-0.017161135,-0.002382992,0.295678209,-0.000585054,-0.004840674,0.011410397,-0.00594349,-0.000234485,-0.266034697,0.254281248,0.002992693,0.019591068,-0.014343163,-0.000451659,0.005153012,0.038882109,-0.173879144,0.840129567,-0.019998845,0.347031309,-0.00319663,-0.090998261,-0.283785714,-0.523228678,0.00080839,0.004544509
0.176445176,-0.313277143,0.777963466,-0.591497414,0.030273701,-29.9781902,0.148424453,-0.028117593,1.105831061,-0.000392802,0.00583306,0.00408217,-0.024460105,-0.021448473,0.366351041,0.000821336,-0.00613385,-0.015179358,0.027090178,-0.000645391,-0.099754722,0.075033832,0.002234585,0.015930169,0.003060383,-0.000357702,-0.029359864,-0.14676023,-0.200510968,0.947566448,-0.023949374,0.32624029,-0.00515289,0.04426934,-0.209826412,-0.291367259,0.003304893,0.020174756
0.181331679,-0.23836918,0.499513789,-0.296117427,0.026563612,-21.20151569,0.472831015,-0.360136132,0.99053928,-0.000432641,-0.010608001,0.012317502,-0.021548908,-0.000223384,0.487861681,-0.000725073,-0.015735021,0.025901722,0.063053539,-0.003031269,-0.081080828,0.065463885,0.001114694,0.019911426,-0.000399158,-0.000797317,-0.104185946,-0.018674285,-0.207228148,0.835019869,-0.011506122,0.585751197,-0.011483848,-0.112022918,-0.289548089,-0.428756696,0.002443059,0.014825412
0.130741379,-0.131594687,0.341735528,-0.33278375,0.021794842,-20.5096734,0.203156328,-0.018461589,1.242259347,-0.000207559,0.002027732,0.002322876,-0.030059978,-0.005570017,0.255384152,-0.00051832,-0.007576318,-0.038270253,0.023884336,0.000484412,-0.133834299,0.106180296,0.001596327,0.013103054,0.01564919,-0.000737469,-0.025856641,0.096477485,-0.197495044,1.025155573,-0.020153718,0.382418648,-0.002171659,-0.177979517,-0.305173054,-0.507238265,0.001600111,0.007795179
0.122226064,-0.091023648,0.165209908,-0.059369183,0.022260891,-11.18443106,-0.283084793,0.132253314,1.029380946,-0.000466008,0.017755364,-0.002499083,-0.023573017,0.013150347,0.403910208,-0.001214472,-0.012794087,-0.006985616,0.045219356,-0.002239234,-0.157253903,0.145294003,0.000950246,0.017914244,-0.002727868,2.07651E-05,0.046593438,-0.090926918,-0.108242321,0.774578921,-0.01384284,0.39467963,-0.004568561,-0.112469456,-0.254538385,-0.39734323,0.001323468,0.007389303
0.041793189,0.348997328,-1.097427946,1.107442589,0.042395086,-48.22818728,-0.184357753,-0.31396198,0.900266452,-0.000322571,0.013771332,0.010986936,-0.021002887,-0.028568002,0.454447587,0.000446677,-0.011407334,-0.015337644,0.041670765,-0.001522398,-0.154774818,0.130385013,0.000502169,0.009209269,-0.00575229,-0.000217384,-0.173061273,-0.036008869,-0.280904478,0.901869681,-0.017315416,0.34150417,-0.003993279,-0.067057685,-0.240690896,-0.261254447,0.000270915,0.001545742
0.172956388,-0.134356358,0.085975591,0.252865236,0.016157435,-8.983408639,-0.277156938,-0.311959268,0.936119659,-0.000126221,0.013461322,0.011147968,-0.021143422,-0.007411512,0.283674646,-0.001093597,-0.006695491,0.01616666,0.021971345,-0.002124583,-0.08628234,0.026338042,0.000801601,-0.008131857,0.022217937,-0.000118007,-0.059090465,-0.124193404,-0.218679119,0.95068253,-0.022706709,0.298963837,0.002291979,-0.171293633,-0.341170115,-0.484873952,0.002250346,0.011809245
0.24662924,-0.467568194,1.020082829,-0.598046051,0.015611944,-9.028810586,0.300682873,0.01531235,1.174553347,-0.000350566,-0.001721018,0.002721006,-0.023452819,-0.025961554,0.114339577,-0.000120973,5.61768E-05,-0.016076427,0.06031121,-0.000615164,-0.131573703,0.079256286,0.001469809,0.030518351,-0.013012968,-0.000596195,-0.052727477,-0.155650178,-0.195622174,1.022809612,-0.026316274,0.475780473,-0.008542089,-0.037928525,-0.322498828,-0.484301989,0.006457511,0.041024535
0.163131492,-0.160533973,0.325409463,-0.223276942,-0.001658072,18.17610532,-0.264388107,0.000978918,1.240513579,-0.000338302,0.01658706,0.00479248,-0.024268934,0.00316769,0.115551573,-0.000965623,-0.001274832,-0.011146798,-0.017239202,8.81352E-05,-0.119858599,0.093036987,0.002371614,0.017246414,0.008778515,-0.000690216,-0.055626034,0.08625851,-0.190610013,0.891522902,-0.021327895,0.235649232,0.001243101,-0.110089276,-0.275036604,-0.293193977,0.001595728,0.009505126
0.122215121,-0.021388599,-0.083774125,0.232681012,0.036830801,-41.8888094,0.320017663,-0.143557677,0.958338361,-0.000270485,-0.008495509,0.002111191,-0.021865415,-0.014599276,0.19344698,0.000512489,-0.004723313,-0.040461735,0.06050894,-0.000467369,-0.216898643,0.213550856,0.002082594,0.036587022,-0.02774269,-0.000297746,-0.115714883,0.025180709,-0.191530161,0.924140229,-0.023732226,0.337343712,-0.005230346,-0.091034456,-0.187989487,-0.457348408,0.001263318,0.006868308
0.082802704,0.065393384,-0.199885363,0.194970025,0.027068103,-21.44448697,0.007127738,-0.077946791,1.067496224,-0.000479765,0.013976033,0.001843997,-0.015742975,-0.00863987,0.21174926,-0.000491684,-0.006801261,-0.038187778,0.050872856,3.99386E-05,-0.177561257,0.191154198,0.0007926,-0.000502257,0.015980804,-9.19145E-05,-0.069227982,-0.203852484,-0.108218765,1.027051359,-0.023787195,0.321929148,-0.005953476,0.00243593,-0.268355825,-0.471439734,0.000551406,0.003230774
0.209980942,-0.365310762,0.881863474,-0.70313257,0.006922114,10.66575363,0.2656912,-0.066990326,1.255698549,-0.000351257,-0.00041352,0.008375685,-0.027468077,0.010949003,0.118067345,-0.001370269,-0.003386864,0.046907689,0.023077616,-0.001906572,-0.179565719,0.143845286,0.002194209,0.032355553,-0.006124917,-0.000784305,-0.052565361,-0.241062254,-0.186432055,1.111268836,-0.026006732,0.382616327,-0.010724668,-0.218057107,-0.301124319,-0.40683475,0.003871435,0.020470745
0.118393529,-0.103400943,0.219157955,-0.084217661,0.0304032,-31.9044412,0.090476368,0.042273423,1.041209454,-0.000291292,0.002389998,-0.000552147,-0.017432324,-0.020653707,0.509700803,4.89566E-06,-0.012572857,0.065456358,-0.023477857,-0.001424802,-0.23747274,0.205815175,0.004659527,0.002210693,0.01140643,-0.000293598,0.011784486,0.014503741,-0.137133007,0.926372651,-0.022935268,0.388023111,-0.003558464,-0.065435129,-0.168857214,-0.470971611,0.001127622,0.007598668
0.123260147,-0.077742734,0.066949788,0.149454645,0.02081427,-13.21970151,-0.024876135,-0.167043051,1.008641355,-0.000319574,0.004420165,0.003706317,-0.020345561,-0.01415786,0.30073078,0.000178208,-0.005109815,-0.012735347,0.060926189,-0.001528343,-0.166665093,0.190905082,-7.13539E-05,0.0332765,-0.027614205,-0.000446756,-0.006990133,0.059270556,-0.202531221,0.872682078,-0.018143632,0.12092723,0.004764515,-0.156266307,-0.312479201,-0.451878428,0.001213632,0.008317884
0.146986293,-0.126409613,0.242767932,-0.147351641,-0.003967884,18.96729543,0.371180681,0.082787936,1.441537221,-0.000294075,-0.007770949,-0.001055661,-0.034735123,-0.020658438,0.161347969,-0.000225155,-0.009181406,0.008885464,0.083948037,-0.002291839,-0.215299725,0.17198285,0.00266561,0.028700691,-0.018545858,-0.001010352,-0.086951264,-0.156576516,-0.152360478,1.148711295,-0.028130206,0.176646027,0.005843044,-0.285288205,-0.235160577,-0.505076778,0.001253388,0.006940217
0.135808907,-0.129617318,0.302159239,-0.253854388,0.011299065,-8.846194426,0.425650763,-0.130776243,1.11977622,-0.00021406,-0.00930714,0.011678862,-0.022787622,-0.015777729,0.251501411,-0.000300039,-0.0088577,-0.028991022,0.040463232,7.4616E-05,-0.14501826,0.088219869,0.002220213,0.00558478,0.021977943,-0.000757277,-0.017464942,-0.179989253,-0.131940539,1.190213718,-0.027837367,0.264086887,-0.001316509,-0.140718427,-0.337809775,-0.475366056,0.001595348,0.008263196
0.090980154,-0.024806022,0.1178445,-0.22118735,0.025858045,-27.6325127,0.220999099,-0.009788865,1.037862714,-0.000323818,0.002483159,0.004556687,-0.018138459,-0.013654063,0.384518776,-0.000125753,-0.007238257,-0.056461502,0.088585506,-0.000422981,-0.167047044,0.177235614,0.001402621,0.02064321,-0.003750774,-0.000465747,-0.039898001,3.86877E-05,-0.225504174,1.129286977,-0.031523242,0.26547712,-0.002149945,-0.122059663,-0.386066539,-0.444785892,0.001004578,0.005034658
0.087566864,-0.063187538,0.253444055,-0.356061939,0.044208173,-49.31536508,0.466783382,0.062642829,1.175997977,-0.000482745,-0.019674848,0.00226601,-0.023271332,-0.035297302,0.217573357,0.000773806,-0.006546412,0.025071019,-0.004859861,-0.0017492,-0.150390756,0.158934916,0.001287075,0.02538965,0.003558128,-0.001043932,-0.068847796,-0.050423776,-0.2774868,0.844119586,-0.014064218,0.407406103,-0.008854021,-0.057088271,-0.269077198,-0.386063234,0.001143529,0.006436117
0.180708189,-0.205074,0.30292059,0.055914325,0.018874022,-16.67407738,0.279055367,0.110411124,1.149630916,-7.78374E-05,-0.01544587,-0.001807173,-0.025011701,-0.017676162,0.209714295,-0.000449063,-0.006916643,0.016785515,0.017609091,-0.000516898,-0.254882669,0.293879982,0.002103978,0.021144668,-0.008374202,-5.17913E-05,-0.097889453,-0.192695374,-0.225391851,1.207310358,-0.035210694,0.305350803,-0.004086641,-0.146283895,-0.342577073,-0.401627495,0.002382519,0.013139635
0.207542978,-0.540222932,1.532074145,-1.474092823,0.0171144,-7.209963952,0.396711387,0.040102281,1.275919381,-0.000494675,-0.005960136,0.001515613,-0.028047317,-0.038767272,0.209795625,0.00100954,-0.00319484,-0.000570458,0.02550933,-0.001080405,-0.117895891,0.17682485,-0.0011614,0.013027073,0.012034426,-0.00067583,-0.037165753,0.167630814,-0.25230468,0.823398734,-0.015219992,0.468787477,-0.007143312,-0.086107674,-0.332942901,-0.487880862,0.006084938,0.034839687
0.110990701,-0.074518021,0.146777794,-0.041429823,0.019830444,-10.08445608,-0.182774692,-0.233278502,1.020566192,-0.000406927,0.00870992,0.012915163,-0.016639442,-0.006522638,0.312295613,-0.000120306,-0.009649567,-0.063467827,0.09878959,-0.002121853,-0.163298308,0.144641897,0.002375516,-0.014624247,0.03498681,0.000231673,0.007393184,-0.256288457,-0.210037117,1.162370861,-0.028309201,0.369954464,-0.001801234,-0.200316858,-0.301511042,-0.278779075,0.0010398,0.005864764
0.064184549,0.111769862,-0.157667746,-0.18150732,0.033619885,-27.03125818,0.170321319,-0.16610286,1.235593432,-0.00059661,-0.002417554,0.006333916,-0.03597944,-0.037972505,0.114472176,0.001042469,-0.00058915,0.00506648,0.055887774,-0.002426266,-0.170433399,0.193663089,0.001374746,0.043910953,-0.014621933,-0.001068769,-0.097655821,-0.154722799,-0.17637215,0.822129781,-0.013988456,0.325691952,-0.004434257,-0.064133321,-0.193779082,-0.424951018,0.000365903,0.00214963
0.089400175,-0.102432299,0.388936326,-0.491158965,0.031236099,-29.74879842,0.247226546,-0.056462451,0.875793989,-0.000469064,0.005348438,0.004176847,-0.013680619,-0.012858132,0.264494682,4.85965E-05,-0.003095917,0.036803088,-0.008396685,-0.001522554,-0.16645223,0.111149908,0.003251276,0.030704653,-0.007194227,-0.000901678,-0.029369714,-0.173468639,-0.163586114,0.855981556,-0.017268138,0.340592076,-0.002878992,-0.126019028,-0.341588102,-0.463283104,0.001290426,0.007320349
0.115915488,0.005413002,-0.164851876,0.305645815,0.024150262,-17.56928871,0.245356052,-0.22802224,0.928106102,-0.000447208,-0.00410504,0.016173026,-0.016550513,-0.017334145,0.285816496,-0.000252104,-0.012681485,-0.072967565,0.075415093,0.000922988,-0.096899845,0.183450882,-0.001097061,0.010322466,0.006141246,-0.000410343,-0.103093325,-0.120281559,-0.218836261,0.941394062,-0.019463441,0.408583329,-0.004794691,-0.106586631,-0.329986132,-0.454146691,0.00105888,0.005263057
0.080264087,-0.069731431,0.324387086,-0.481390512,0.041903438,-40.75466885,0.192716921,-0.087403645,0.908180787,-0.00052108,-0.002289598,0.00563206,-0.016966596,-0.012886794,0.240365871,-0.000199472,-0.003943429,-0.003718228,0.086811359,-0.002260982,-0.225670953,0.273111016,0.001790781,0.003494633,0.004345459,-0.000268205,-0.172059643,0.007706802,-0.26987535,0.887451896,-0.016665511,0.540636898,-0.008410414,-0.075663932,-0.261756562,-0.492115809,0.000843716,0.004885807
0.143012826,-0.130217225,0.244466852,-0.067884383,0.001883129,7.868723714,0.647546839,0.166137782,1.410810421,-0.000214515,-0.004099878,-0.001472988,-0.025883753,-0.024249772,0.209872904,0.000127823,-0.002574387,0.019234905,-0.004407745,-0.001307875,-0.189637324,0.197681242,0.00179241,0.038149784,-0.020815107,-0.000559033,-0.049068337,-0.178476986,-0.187827616,1.160641601,-0.033466572,0.334771598,-0.004278592,-0.007060478,-0.278343034,-0.433944769,0.001180174,0.007228556
0.069937173,0.06545259,-0.129803143,0.004095862,0.029698748,-28.21380085,0.051329615,-0.108006839,0.80541155,-0.000414964,0.003669596,0.006271609,-0.015452651,-0.023904628,0.196818617,0.000662529,-0.006061256,-0.032753236,0.089281453,-0.000865169,-0.192473388,0.203756752,0.00132312,0.010759818,0.017148893,-0.000711138,-0.057497864,0.011701264,-0.12323543,0.708266534,-0.013534333,0.248073202,0.001160072,-0.119421313,-0.262640496,-0.399746973,0.000524904,0.00312979
0.2327101,-0.446187257,0.989227262,-0.577742158,0.015799329,-7.299157679,0.300001643,-0.009231616,1.184639929,-0.000359001,0.002172762,0.003787271,-0.025293237,0.003150795,0.385837582,-0.000780147,-0.009763193,0.001901712,0.081579369,-0.002679397,-0.136063619,0.074291288,0.002056442,0.025886362,-0.010492852,-0.000239367,-0.071188895,0.078374534,-0.207897424,0.976479669,-0.024023159,0.333867604,-0.006159684,-0.098320343,-0.312252428,-0.384920024,0.005996037,0.034912826
0.179897058,-0.335594365,0.766091126,-0.443986068,0.028659631,-27.06351093,-0.066766438,0.050925433,0.941790513,-0.00029479,0.010834096,-0.001496523,-0.025577995,-0.023763317,0.217939636,5.77846E-05,-0.003337514,-0.003100862,0.041702034,-0.001560749,-0.208551276,0.202067042,0.003565704,0.028736534,-0.01555374,-2.70498E-05,-0.008128787,0.156222752,-0.169664903,0.945918061,-0.02296497,0.525146238,-0.013060545,-0.18460555,-0.349111776,-0.272483054,0.005107609,0.025260501
0.23181555,-0.434096532,1.009083128,-0.717973356,0.008743364,-4.570816968,0.313630052,0.164266545,1.425498678,-0.000135738,0.003136032,-0.000325886,-0.032228569,0.002521639,0.643493813,-0.000461272,-0.012722823,-0.043089594,0.068794879,-0.000515098,-0.209516073,0.199126161,-0.000107169,0.014085467,-0.004579808,-0.000660087,-0.131152767,-0.204423482,-0.213455969,1.098907411,-0.03126692,0.44866537,-0.008577591,-0.149285618,-0.349970128,-0.47419057,0.004473823,0.025387617
0.217227018,-0.434066562,1.044256909,-0.754186729,0.038086862,-42.08334496,0.040132652,-0.417632075,0.997504581,-0.00036305,0.004150917,0.013287317,-0.024469898,0.005186315,0.21586486,-0.000552183,-0.004524043,-0.011664523,0.095016823,-0.002181018,-0.179319569,0.147383283,0.00357245,-0.027122598,0.039926286,-0.000194855,-0.044252725,-0.148397016,-0.30927147,1.090803711,-0.023345329,0.443279072,-0.004689932,-0.180351416,-0.250410761,-0.362152536,0.004993157,0.026032644
0.202121876,-0.361513675,0.784495498,-0.396779601,0.026257532,-23.12909446,0.271632391,-0.226665458,1.076532256,-0.000566276,0.008210345,0.008976561,-0.017175183,-0.010997318,0.332185153,-0.000531713,-0.008617172,0.037489366,-0.006426004,-0.001425568,-0.16517714,0.141773795,0.003483625,0.02020199,0.00509363,-0.0003505,0.021105747,-0.090128852,-0.072464601,0.906633613,-0.02210135,0.517151589,-0.004378879,-0.120325937,-0.334502901,-0.44070245,0.005056977,0.026692349
0.106330045,-0.002297599,-0.090636971,0.202744142,0.02972694,-31.49054851,0.161789362,0.166857206,1.109748934,-0.000393231,-0.001164845,-0.001211429,-0.021326514,-0.032834659,0.108356857,0.000686117,-3.03752E-05,0.005218304,0.002602509,-0.000530662,-0.281690328,0.320559931,0.002884496,0.049945152,-0.032269763,-0.000924221,0.014157614,-0.041682231,-0.267855524,0.960065446,-0.021010076,0.479482235,-0.01022595,-0.101130675,-0.262684702,-0.4307354,0.000926802,0.005523633
0.140594837,-0.154292637,0.420119678,-0.452494304,0.031369734,-29.97278165,0.084173316,-0.232882267,0.761105814,-0.000377148,-0.012101577,0.012312867,-0.016556215,-0.019726621,0.24869573,0.00042448,-0.0061969,-0.048863413,0.032243913,0.000384681,-0.127971946,0.092878361,0.000594108,0.005315232,0.00622093,-0.000604255,-0.112310822,-0.101163911,-0.214993182,1.190730172,-0.030876397,0.277865189,-0.001687039,0.06728196,-0.301397551,-0.38098334,0.001490796,0.008562864
0.135695297,-0.089656921,0.114874486,0.050588934,0.009242329,3.339528311,0.357109379,-0.145537991,1.070406185,-0.000407593,0.001581055,0.006080627,-0.022153658,-0.00179146,0.420121228,-0.000126996,-0.010970828,-0.105098441,0.17235546,-0.001281557,-0.157235104,0.166463054,0.001947335,0.008097365,-0.002004452,-0.000127795,-0.011764362,-0.007579876,-0.05738649,1.17423273,-0.028633001,0.333609136,-0.005271445,-0.137467617,-0.325236728,-0.357380953,0.001088229,0.006406273
0.168927834,-0.259909542,0.668513209,-0.606169106,0.020197267,-12.61344437,0.445878272,0.035651969,1.281216888,-0.000459213,-0.013110708,-0.001510263,-0.033138274,-0.00353651,0.158830584,-0.000391828,-0.002192311,0.027156936,0.039274132,-0.001392021,-0.180076186,0.213553296,0.000429509,0.009799512,0.01529456,-0.000253315,-0.009087336,-0.164083821,-0.126520707,0.948260524,-0.020815717,0.241976347,-0.001816284,-0.084899912,-0.256802616,-0.609516794,0.001843274,0.010891119
0.119942394,-0.096871747,0.199712936,-0.111328168,0.005535931,9.927794857,0.242226657,-0.12339182,0.976998634,-0.000217199,-0.00227064,0.00747339,-0.019870664,0.009691884,0.309375451,-0.000702374,-0.0094553,-0.011040486,0.021390256,-0.000507959,-0.104374411,0.070050845,0.000866954,0.021416921,-0.008741189,-0.000566828,-0.038369289,-0.008870762,-0.245571976,0.780743651,-0.017070307,0.329942247,-0.003498862,-0.098258776,-0.266700068,-0.414270025,0.001492844,0.008260614
0.126710845,-0.081005184,0.232818481,-0.325184919,0.015160587,-11.27184094,0.219045876,-0.177835916,1.155984029,-0.000139176,0.000295789,0.006983999,-0.029468058,-0.025439323,0.17017017,-2.25912E-05,-0.002650075,-0.007137104,0.073977082,-0.001958433,-0.197780552,0.182982193,0.001886285,0.029455227,-0.023819131,-0.00050291,-0.066944995,0.00576111,-0.112790428,1.353660149,-0.040590946,0.43849669,-0.005409,-0.128290411,-0.285291093,-0.633089075,0.00083997,0.005116755
0.197708814,-0.337268512,0.725555335,-0.392141942,0.026192612,-31.31833793,-0.025737652,-0.066866692,1.136517674,-0.000202863,0.008032783,0.003980054,-0.024022584,-0.022571838,0.343056751,0.000413566,-0.008381192,-0.054911364,0.104906167,-0.000504376,-0.148952539,0.117620461,0.000827415,0.022226674,-0.013019294,-0.000757462,-0.131635919,-0.003474923,-0.138014371,0.934434789,-0.020828391,0.539995992,-0.006873647,-0.133899964,-0.31185904,-0.500043115,0.0048139,0.026380919
0.157373657,-0.155386797,0.330330267,-0.244332925,0.020211435,-16.12603229,-0.043200888,-0.369922019,1.155346237,-0.00041449,-0.000247164,0.015541813,-0.02370229,-0.004834427,0.28386624,-0.001527282,-0.008903036,-0.047096369,0.081643719,-0.000334481,-0.168160053,0.218405631,-0.000233259,0.031654284,-0.02245998,-0.000189331,0.001400306,0.018668522,-0.124150096,1.133858297,-0.026900671,0.427712134,-0.005267268,-0.273115646,-0.302780251,-0.569682526,0.001366926,0.008135529
0.177483697,-0.419710258,1.150044301,-1.019799934,0.016556835,-9.121662862,0.335422085,0.452734139,1.252409732,-0.000382212,-0.008895614,-0.011351256,-0.026320847,-0.032465856,0.311180968,0.0006259,-0.005856084,-0.032397236,0.060255878,-0.000655135,-0.098985243,0.076741918,0.001147216,0.020925829,-0.005454059,-9.90697E-06,-0.053373262,-0.009531033,-0.183331992,0.951644783,-0.0248031,0.470580578,-0.007824523,-0.185703371,-0.45692846,-0.500299792,0.004946629,0.028053726
0.159818455,-0.253854564,0.620647578,-0.472316929,0.003601613,9.029116484,0.07286566,0.136110051,1.050475956,-0.000269038,0.003804755,-0.002967555,-0.023966292,-0.022481116,0.373915351,0.000392277,-0.011372801,-0.024217441,0.078131655,-0.00162237,-0.263916338,0.229557508,0.003355859,-0.003539717,0.017292042,-0.000134449,-0.033650925,0.156181871,-0.179603008,0.885151251,-0.022208216,0.533078283,-0.009560877,-0.129854005,-0.358927711,-0.462295346,0.002124852,0.011253351
0.101528595,0.003995344,-0.038408977,0.028533627,0.021633536,-16.25273587,0.291168316,0.164032525,1.126350609,-0.000281766,-0.009286685,-0.004484664,-0.024178151,-0.002425178,0.353800279,5.03084E-05,-0.008676561,-0.04096466,0.044514287,-0.000112934,-0.139600225,0.156725103,0.000337486,0.028073457,-0.007430768,-0.000536887,-0.207789401,-0.393053429,-0.199557086,1.067229251,-0.024389806,0.288629249,-0.001212955,-0.024134018,-0.315314464,-0.459757569,0.000756051,0.004311791
0.19134957,-0.472893853,1.296543451,-1.15481264,0.028656435,-29.98594831,0.417115889,-0.03979289,1.127679623,-0.00032837,-2.25947E-05,0.003843413,-0.019005583,-0.022839257,0.351177661,-0.000176377,-0.007011466,-0.014755132,0.090099701,-0.002016538,-0.084857881,0.083337458,0.001202013,0.023088607,-0.010147785,-0.000533091,-0.056166956,-0.16030134,-0.171613763,1.029644984,-0.022007942,0.468990134,-0.007944577,-0.138487496,-0.319964596,-0.526099082,0.005214684,0.033853304
0.113225675,-0.050786535,0.106113417,-0.107831425,0.003677901,10.97983775,0.185742936,-0.13534208,1.09018799,-0.000214367,0.002488402,0.00558793,-0.023969201,-0.005786841,0.300522156,-0.000556834,-0.007665157,0.004704251,0.002581084,-0.00066694,-0.084749193,0.088480294,0.000252577,0.017686348,0.01070133,-0.001013249,-0.048648742,-0.11738125,-0.152287629,0.857119323,-0.015080101,0.259409659,-0.002492418,-0.056504373,-0.215079225,-0.415013925,0.00099222,0.005850455
0.145255624,-0.16505229,0.38053981,-0.283429311,0.028070064,-22.81756504,0.236122493,-0.21079554,0.990688629,-0.000393617,-0.001238304,0.010264035,-0.021800965,-0.020594464,0.44069486,0.000492259,-0.008606434,-0.000960481,0.036515233,-0.000701373,-0.152401091,0.161641979,0.00138424,0.043056836,-0.019177381,-0.000774388,-0.166757636,0.013568797,-0.161340399,0.862135931,-0.019690479,0.276192906,-0.00365584,-0.150332052,-0.277694287,-0.477875901,0.001973939,0.011026905
0.111050186,-0.080762336,0.271639597,-0.371654841,0.029106898,-21.59940863,-0.254061711,-0.159658433,0.960831199,-0.000559249,0.016381525,0.008205341,-0.020572092,-0.034058069,0.305467779,0.000631674,-0.007164132,-0.028997533,0.042867963,-0.00037471,-0.241133601,0.248866736,0.00214812,0.011062694,0.017260971,-0.000988511,-0.172171857,-0.077735187,-0.164572396,1.032824313,-0.020016464,0.378362776,-0.006527636,-0.106639283,-0.297671875,-0.484894677,0.000867178,0.004792224
0.196980262,-0.306242094,0.623704361,-0.293633986,0.030858991,-31.55264312,-0.260876516,-0.139037525,0.8500512,-0.000289106,0.017341721,0.00607285,-0.017763741,-0.009788231,0.42481956,-2.50358E-06,-0.011020363,-0.047281751,0.079870248,-0.000707523,-0.118998021,0.131925746,-0.000179193,0.00437262,0.016921115,-0.000353452,0.038117398,0.014230348,-0.110763733,0.939532504,-0.021406974,0.335863207,-0.005783899,-0.028280094,-0.304548604,-0.505482659,0.004364959,0.021479191
0.205092392,-0.452231347,1.224948892,-1.135496673,0.03575717,-39.21712449,0.567050666,-0.052160544,1.225775284,-0.000417975,-0.02643023,0.003181278,-0.026848499,0.000665486,0.303780465,-0.000595527,-0.006979797,-0.096180509,0.140714913,-0.000331158,-0.18823908,0.243443242,0.000510158,0.042906608,-0.020111809,-0.000862701,-0.09071664,-0.136815626,-0.205933477,0.958033535,-0.019491384,0.340988792,-0.00370569,-0.01414747,-0.303353472,-0.464629265,0.004341758,0.024104178
0.107624782,-0.024886157,0.017759329,0.030329459,-0.004472501,25.2219755,0.269528741,-0.098281367,1.109984342,-0.000473898,0.000305087,0.011109773,-0.012826047,2.03212E-05,0.565541013,-0.000181049,-0.015440461,-0.017674007,0.061467511,-0.000842142,-0.149492056,0.105680662,0.001956881,0.033022692,-0.017729944,-0.000327207,-0.049045735,-0.036887169,-0.280291136,0.952913273,-0.027137383,0.403427504,-0.007887877,-0.156569104,-0.326093805,-0.384582756,0.000896741,0.005020192
0.183194488,-0.411643904,1.064576964,-0.816796763,0.01146947,-5.656142252,0.257117261,-0.140798628,1.334348701,-0.000249338,0.008169661,0.01073699,-0.026709792,-0.024815368,0.274354096,-4.98137E-06,-0.006254583,0.051312145,-0.006787584,-0.001827639,-0.150787668,0.119025164,0.001801367,0.028991583,-0.019613104,-0.000564159,-0.085249639,-0.006045031,-0.179998093,0.97618379,-0.026648579,0.472581468,-0.009132362,-0.137347531,-0.45358418,-0.490224941,0.005352573,0.02839646
0.156777742,-0.248801596,0.653126684,-0.574578328,0.026193026,-21.48945662,0.295337038,-0.221760687,1.033285671,-0.000406782,-0.005303085,0.008971557,-0.02850776,-0.005157042,0.080469085,0.000157998,0.001085428,-0.060657254,0.089463993,-0.00054869,-0.089573592,0.004571382,0.002028617,0.030619202,-0.007990683,-0.000878108,-0.008202839,-0.033397593,-0.238099966,1.176537038,-0.024171089,0.588389057,-0.011910282,-0.082339368,-0.286427162,-0.416749133,0.00232461,0.01221156
0.095424462,-0.04313957,0.183368492,-0.305817502,0.035792456,-35.53734022,-0.373783654,-0.270048359,0.787308295,-0.000426659,0.020487575,0.012204111,-0.013353077,-0.010113278,0.343418157,-0.000613071,-0.008182859,-0.024674294,0.059000322,3.94016E-05,-0.226713862,0.26155534,0.000878682,-7.82952E-05,0.016107532,-0.000578249,-0.017055494,-0.05168772,-0.145397006,1.110609858,-0.025175151,0.130470004,-0.000157247,-0.139321899,-0.289056133,-0.44379364,0.000889149,0.004959105
0.1945022,-0.327606362,0.739581867,-0.485961314,0.008861333,-3.03257759,0.107871501,-0.121031664,1.05478904,-0.000142734,-0.00311338,0.003652518,-0.026119742,-0.020990286,0.320632224,9.76203E-05,-0.008070044,-0.034804536,0.070613761,-0.000420684,-0.12910191,0.108881346,0.000181384,0.02428824,-0.00449508,-0.000468679,-0.096297817,-0.031767887,-0.114839797,0.784962488,-0.018081374,0.590782814,-0.010852909,-0.086995699,-0.263359045,-0.539642916,0.003419989,0.019510963
