AgeC_rcs1,AgeC_rcs2,AgeC_rcs3,AgeC_rcs4,PackYearsC_rcs1,PackYearsC_rcs2,SmokeFormer0to5C_cat,SmokeFormerPlus5C_cat,SmokeCurrentC_cat,AgeCXPackYearsC_int,AgeCXSmokeFormer0to5C_int,AgeCXSmokeFormerPlus5C_int,AgeCXSmokeCurrentC_int,DrinksLastWeekC_rcs1,FormerDrinkerC_cat,AgeCXDrinksLastWeekC_int,AgeCXFormerDrinkerC_int,FruitVegC_rcs1,FruitVegC_rcs2,AgeCXFruitVegC_int,PhysicalActivityC_rcs1,PhysicalActivityC_rcs2,AgeCXPhysicalActivityC_int,BMIC_rcs1,BMIC_rcs2,AgeCXBMIC_int,EduHSGrad2C_cat,EduSomePS2C_cat,EduPSGrad2C_cat,DiabetesC_cat,AgeCXDiabetesC_int,HypertensionC_cat,AgeCXHypertensionC_int,SurveyCycle2C_cat,SurveyCycle3C_cat,SurveyCycle4C_cat,H0_1Year,H0_5Year
0.136533538,-0.24801924,0.782607145,-0.882155133,0.019068772,-16.81234248,0.184295441,-0.040272882,1.282460323,-0.00026272,-0.005388652,0.007202593,-0.033666889,-0.020625343,0.3924387,0.000201682,-0.013600322,-0.075717173,0.081659297,-4.85293E-07,-0.148096142,0.172043105,0.001014533,0.0438405,-0.029944507,-0.000889614,0.072012441,0.044895271,-0.156075432,0.953363357,-0.017197106,0.309335876,-0.003323091,-0.044695211,-0.233951675,-0.38039805,0.001906696,0.010555452
0.082176725,-0.038422002,0.188804138,-0.293463954,0.013334129,-1.797158078,-0.038565488,-0.107278147,1.009243351,-0.000415523,0.005329547,0.007516241,-0.017200715,-0.045400084,0.225022202,0.001011783,-0.005746259,-0.077048103,0.095382147,-0.000198896,-0.150402075,0.128530094,0.002153366,0.017988354,-0.012814861,-0.000316388,-0.022498792,-0.046470041,-0.240522188,0.908963827,-0.020185178,0.518415983,-0.010444444,-0.080315486,-0.125053549,-0.323112814,0.000847858,0.00472997
0.128629587,-0.135741035,0.393390955,-0.449479347,0.031408485,-38.68639949,0.057097495,-0.029997189,1.018794617,-0.000130287,0.005008313,-0.000985681,-0.022228191,-0.002834248,0.283607712,-0.000429928,-0.004884784,-0.078501716,0.10971842,-0.000849077,-0.224030218,0.143026467,0.004268774,0.016748743,0.004042925,-0.000489651,-0.062857055,-0.011187803,-0.182280114,1.032654036,-0.021907824,0.298717862,-0.004009488,-0.201872615,-0.252089445,-0.490936012,0.00153564,0.007715806
0.157015803,-0.346284003,1.005773924,-0.997710201,0.012774964,-2.636027557,0.048757973,0.115973884,1.164379385,-0.000282467,-1.59154E-05,-0.004137041,-0.028713757,-0.010876019,0.262946743,-0.000386935,-0.009118733,0.010434872,0.049537161,-0.001738519,-0.116075259,0.13291016,-0.000897996,0.049633483,-0.044994315,-0.000671802,-0.051326963,-0.05053499,-0.302827701,0.956964076,-0.01968709,0.412540012,-0.007601317,-0.055829856,-0.151731448,-0.295686728,0.003469439,0.018745458
0.128739125,-0.105619612,0.241288485,-0.209906919,0.017925055,-14.73651693,0.23718047,0.102303004,1.255380698,-0.000282607,-0.002000711,-0.002527236,-0.028437268,-0.035401251,0.197870991,0.0007932,-0.000445612,0.057249161,-0.043875766,-0.001157022,-0.182847133,0.168659707,0.002307887,0.034574145,-0.019702776,-0.000799727,-0.028257272,-0.132815209,-0.137922083,0.872685299,-0.023162739,0.344451447,-0.002792461,-0.067102898,-0.315108409,-0.478374002,0.001322484,0.008325253
0.135062199,-0.194024351,0.582419194,-0.642986161,0.023844986,-9.613520368,0.203878419,0.013827091,1.141140916,-0.000626345,-0.012411126,0.000976987,-0.024338997,-0.030343673,0.243866266,0.000136633,-0.005957019,-0.04094379,0.064430218,-0.000828977,-0.134065341,0.111530785,0.001498738,0.025987746,-0.001035857,-0.000582501,-0.012444392,-0.030241834,-0.018030691,0.797050799,-0.018204218,0.26998175,-0.001118777,-0.118357197,-0.250998129,-0.381207975,0.001415493,0.00841134
0.060356741,0.088676222,-0.202675758,0.123915557,0.047512846,-59.17497212,-0.017125662,-0.11517635,0.982654301,-0.000350219,0.01842853,0.004576796,-0.018872072,-0.022613767,0.267543922,-0.000102907,-0.007943812,-0.034088934,0.062601472,-0.00119696,-0.154410952,0.116213295,0.002048488,0.02758255,-0.001765975,-0.00071535,-0.195152514,-0.047879807,-0.263302777,0.775621225,-0.014093971,0.37456215,-0.008260411,-0.077555582,-0.189416179,-0.380833188,0.000644818,0.003521326
0.123197612,-0.046641004,-0.054363046,0.293827308,0.029396365,-33.221412,0.473105546,-0.113170048,0.95117514,-9.19914E-05,-0.026025244,0.002229361,-0.03131051,-0.004374089,0.575629552,-4.64355E-05,-0.012545768,0.018437877,-0.013238671,-0.000585316,-0.140661516,0.107597675,0.001971192,0.043391465,-0.031009133,-0.000307451,-0.077521557,-0.077881733,-0.365803646,0.873090984,-0.01628956,0.413760743,-0.006958062,-0.06430162,-0.244256926,-0.368750892,0.00174925,0.008697291
0.145482944,-0.135056168,0.239614672,-0.065970028,0.011405894,0.402031607,0.189385749,0.002907765,0.965351221,-0.000325131,0.006522862,0.005274405,-0.020687006,-0.022999003,-0.062640222,-0.000502602,0.008384074,-0.04814351,0.014100594,0.000549555,-0.187364432,0.178878558,0.001434627,0.011429944,0.006264965,-0.000451614,-0.065645159,-0.292696149,-0.204990727,1.098266791,-0.034177689,0.368607571,-0.002966253,-0.080888565,-0.30715672,-0.415129838,0.001325995,0.008008468
0.076628,0.096183262,-0.244243838,0.128326675,0.011262631,1.247924415,0.448880818,0.157465584,1.277837348,-0.000447257,-0.009453536,-8.58528E-05,-0.022979971,-0.04943988,0.237421204,0.001571373,-0.003284233,0.070005977,-0.043560274,-0.00127561,-0.198253147,0.230877688,0.000992262,-0.004458536,0.022025403,-0.000225008,0.013380312,-0.164350927,-0.139535658,1.237654524,-0.0353893,0.271615006,0.001093883,-0.197988325,-0.421375456,-0.464500743,0.000420755,0.002545763
0.259784361,-0.75945399,2.044605161,-1.749115459,0.019064034,-9.307447298,0.077765658,0.001475485,1.032904146,-0.00039001,0.0017922,0.004950662,-0.01907165,-0.018909729,0.108924332,0.000185051,-0.000510978,-0.015236068,0.082593915,-0.002477205,-0.142632349,0.144312104,0.001798456,0.047811136,-0.019098866,-0.000872716,-0.1355547,0.05434215,-0.155581333,1.011036283,-0.022752745,0.518456955,-0.01149734,-0.082540533,-0.215637967,-0.389443548,0.017345895,0.105830071
0.119653672,-0.099040158,0.264235491,-0.264247463,0.022736979,-20.09975277,0.159061428,-0.375882026,1.001823627,-0.000348967,0.008639021,0.016611368,-0.021177125,-0.010038182,0.258394472,-0.00016337,-0.004623537,0.026581137,-0.019013586,-0.000440933,-0.160701896,0.143456851,0.001316744,0.027495253,-0.011463119,-0.000385552,0.006039948,-0.12587769,-0.198480246,0.875730084,-0.016304976,0.608743473,-0.01490008,-0.081882072,-0.376504836,-0.418919133,0.001384423,0.007370842
0.094460002,0.009715693,-0.04349963,0.022504865,0.019258558,-8.795169864,0.26354637,0.015015259,1.061871967,-0.000452708,-0.003334986,0.000939302,-0.021296006,-0.000726822,0.316728108,-0.000235644,-0.00744104,-0.022282701,0.092616308,-0.001624703,-0.200965594,0.218944119,0.001102384,0.048294387,-0.036995884,-0.000532465,-0.046182773,-0.007040612,-0.130652121,0.909350271,-0.014777997,0.329497454,-0.006769075,-0.058667561,-0.147514577,-0.507731743,0.000841933,0.004442327
0.180369315,-0.422496685,1.189232395,-1.109930089,0.029838451,-24.32475903,0.264986942,0.051622391,1.074711703,-0.000510413,0.010776152,-0.000205599,-0.016900475,-0.016221342,0.35445145,0.000240855,-0.010652642,-0.061393624,0.105991734,-0.00018793,-0.171088204,0.21954459,0.000207809,0.02953973,-0.013227628,-0.000431207,-0.082447117,0.041744514,-0.118131313,0.811045012,-0.011600195,0.301477999,-0.006032575,0.048894265,-0.219402296,-0.434655692,0.004109288,0.022572101
0.045630523,0.205455934,-0.556014549,0.43615067,0.006387074,6.829676458,-0.090190696,-0.142089524,0.94613265,-0.000310316,0.012871965,0.005832817,-0.01820945,-0.01104604,-0.064113156,0.00060435,0.009469205,0.00277953,0.047565068,-0.001313785,-0.225871406,0.237234886,0.000429952,0.013260877,0.014783517,-0.000357849,-0.130068519,0.060370505,-0.227678717,1.07250785,-0.026485069,0.400490523,-0.003363443,-0.262704468,-0.453878735,-0.614773633,0.000309599,0.001620085
0.162249654,-0.35305466,0.95326095,-0.82000429,0.007281459,7.336057828,0.08643537,-0.216323976,0.852014436,-0.000313044,0.01263373,0.010917548,-0.016140369,-0.019603288,0.232589901,9.6414E-05,-0.003634383,-0.034211089,0.085265042,-0.001103953,-0.095921171,0.061843784,0.000574895,-0.010903683,0.022246857,-0.000323143,-0.054364178,-0.083176801,-0.121430148,0.874818392,-0.023615218,0.480043857,-0.006261536,-0.11879306,-0.353202621,-0.448721521,0.003252861,0.01846278
0.115579895,-0.072657416,0.206043633,-0.267033916,0.004261814,12.70464669,-0.022281565,0.01491847,1.12719636,-0.000468623,0.012774373,0.005852677,-0.021901548,-0.019014728,0.36930262,0.00053275,-0.004908617,0.030980621,-0.015382954,-0.001200811,-0.193735041,0.267829983,0.001135316,-0.008602228,0.017577859,-0.000235682,-0.056891303,-0.098417016,-0.236438033,0.956109218,-0.021803756,0.194579591,0.00062456,-0.116425938,-0.358084819,-0.419576167,0.000838549,0.005024832
0.214748971,-0.495237948,1.36235413,-1.294054788,0.006682411,3.843220366,0.279020308,0.187274388,1.607929703,-0.000201789,-0.004822153,-0.004889487,-0.048248314,-0.013126702,0.167487515,0.000356329,-0.003265609,-0.074394964,0.144386167,-0.001050234,-0.145945375,0.180809977,0.000336321,0.014690952,0.007784192,-0.000282731,-0.180402142,-0.08560837,-0.190430983,1.098586723,-0.030315664,0.145844658,0.00282659,-0.114821676,-0.301023481,-0.415176887,0.004113839,0.025600901
0.093365938,-0.051982824,0.219568236,-0.33250144,0.023556225,-19.64239967,-0.146413745,-0.068100832,0.995061168,-0.000412917,0.020363758,0.004953208,-0.019183542,-0.038930948,0.332805747,0.001313508,-0.007167685,-0.011517497,0.041884251,-0.001796839,-0.174340483,0.204840303,0.001058403,0.017655384,0.0161825,-0.000964008,-0.160671025,0.071961225,-0.150646828,1.066316363,-0.02419661,0.231487004,0.003830643,-0.119879674,-0.310469702,-0.717545768,0.000777335,0.00447201
0.090021258,-0.072494413,0.27634137,-0.365053075,0.013367675,3.401106386,-0.022297275,0.078718315,0.895006831,-0.00058111,0.004459503,0.001604794,-0.014121789,-0.008328393,0.32687184,5.15846E-05,-0.00527651,-0.029846877,0.05072533,-0.000644582,-0.103636458,0.081068416,0.00192283,0.039484763,-0.009859254,-0.001369544,-0.181470318,0.100623305,-0.244218388,0.907876108,-0.026031859,0.302769434,-0.001272719,-0.10500277,-0.149586481,-0.377498061,0.001063674,0.005749158
0.098558848,-0.07598695,0.285080071,-0.401323692,0.042309229,-49.25704441,0.076018548,-0.204956708,0.885811726,-0.000410483,-0.004994666,0.011583179,-0.014352878,-0.040234962,0.381305009,0.00077427,-0.013040776,-0.069420673,0.104233478,-0.000620541,-0.1635399,0.162617301,0.000902569,0.017522937,0.003654598,-0.000595929,-0.06085384,-0.195656642,-0.211720998,0.932793413,-0.02487549,0.493191758,-0.005917146,-0.127108426,-0.257970637,-0.416253653,0.001213266,0.005821242
0.091816438,0.067023905,-0.292424177,0.396640068,0.03200839,-31.41291263,-0.391584853,-0.051930215,1.084017948,-0.000426767,0.022853321,0.008354847,-0.02323772,-0.008384948,0.246595461,0.000151301,-0.004433369,-0.060791159,0.111532152,-0.001612207,-0.147953536,0.106406535,0.002326998,0.034358141,-0.013841377,-0.000431028,-0.030464928,-0.06455805,-0.138651123,0.967314687,-0.021964599,0.358898454,-0.006994046,-0.056076803,-0.135199374,-0.272401968,0.000728311,0.004389819
0.158705523,-0.265611254,0.681678931,-0.547140819,0.022064077,-18.66016315,0.063443396,0.036398239,1.073379688,-0.000294864,0.007350284,-0.000418506,-0.02197269,0.015175926,0.292595347,-0.000994279,-0.009276028,0.006475574,0.025007049,-0.001752189,-0.183708356,0.107198128,0.00346758,0.022566402,0.005946372,-0.000422788,-0.173442965,0.030320085,-0.154166039,0.957171617,-0.024191165,0.430368238,-0.006490962,-0.150212406,-0.262446021,-0.449720177,0.002629346,0.014881488
0.160717004,-0.249662855,0.60526834,-0.462329759,0.02061378,-20.64522584,0.370286131,-0.153434344,1.083264564,-0.000130645,-0.020045458,0.007957509,-0.026877368,-0.003329623,0.154672345,-0.000225053,-0.001157209,-0.03036523,0.073325787,-0.001306167,-0.13650853,0.107671575,0.001370281,0.016331521,-0.00015989,-0.000443674,-0.008492103,0.068275441,-0.243231357,0.908318017,-0.016137002,0.557917315,-0.008345596,-0.114641654,-0.239587706,-0.608213579,0.002356893,0.013363914
0.11869527,-0.067520851,0.187771646,-0.248398884,0.011798628,-3.729619545,0.044295333,-0.38744815,1.084988764,-0.00040138,0.01060235,0.020156807,-0.017051793,-0.027313533,0.392418344,0.000794739,-0.007097934,0.034203729,-0.004406785,-0.002312782,-0.133456122,0.105941098,0.001156397,0.018262104,-0.004262095,-0.000329014,-0.147269825,-0.22048167,-0.263026486,1.032537029,-0.025960615,0.249251667,0.002303981,-0.181526294,-0.26349681,-0.557322739,0.000943238,0.005376406
0.086347715,0.171939128,-0.633814508,0.760641386,0.015649069,-9.149903088,0.165082854,0.208254971,1.356159628,-0.000342434,0.001932533,-0.00492493,-0.024781876,-0.019393434,0.277817944,-0.000282623,-0.005228951,0.02599049,0.048896686,-0.001600237,-0.203871579,0.178680174,0.003599583,0.018799883,-0.008164821,-0.000298865,0.006228853,-0.04869265,-0.227180633,1.158413839,-0.031106159,0.562945479,-0.011611625,-0.144843548,-0.296050095,-0.372060246,0.000436076,0.002434974
0.160759011,-0.188955832,0.397668798,-0.21920047,0.009984785,-5.789749065,0.174622083,-0.106787565,1.017830942,-0.000193106,0.01181426,0.006558631,-0.017362507,0.011562365,0.55332166,-0.000358517,-0.015023284,-0.043062836,0.030995013,0.000177264,-0.13775084,0.147358549,0.00050667,0.032380894,-0.015221481,-0.000639409,0.036679722,-0.081636756,-0.191803226,0.9757056,-0.020566303,0.388797235,-0.007745551,-0.090757353,-0.331961026,-0.45424035,0.002046334,0.010716258
0.251101899,-0.493725513,1.12688604,-0.756488077,0.014787958,-11.67108645,0.359476334,0.019199517,1.405630384,-0.000214881,-0.017713592,-0.000141451,-0.038419896,-0.018065728,0.319130886,0.000705711,-0.007702815,0.023715498,-0.014700461,0.000136229,-0.216918224,0.233335921,0.000715617,0.039484046,-0.022402039,-0.00079601,-0.148293358,-0.116804937,-0.240761169,0.999404469,-0.023179229,0.454910181,-0.008440469,-0.128501789,-0.174746343,-0.398046263,0.007962245,0.041313991
0.235763911,-0.549464974,1.365102447,-1.035873717,0.004119453,11.83132931,0.271821541,-0.015465679,1.156722067,-0.000521063,0.011105545,0.011616849,-0.014808348,0.01476719,0.240460242,-0.001316557,-0.005652369,-0.023042234,0.073694107,-0.001182794,-0.25217447,0.303627669,0.002074089,-0.001808782,0.005645812,0.000223218,-0.075667752,-0.083445202,-0.299146465,1.224962115,-0.033902928,0.307345445,-0.002206455,-0.015197637,-0.279701002,-0.240829382,0.006870249,0.039768496
0.105401489,-0.02111767,0.029512328,-0.045982573,0.009673793,2.669928875,0.377940253,-0.225857936,0.986406368,-0.000421008,-0.006117174,0.013786803,-0.01091586,0.003070939,0.408524458,-0.000453215,-0.016197072,-0.068967594,0.091914676,0.000203138,-0.128539663,0.140655675,-0.000998569,0.012197058,-0.000567639,-0.00053276,-0.183615085,-0.001106197,-0.276904398,0.891626305,-0.021591988,0.389465632,2.58342E-05,-0.146815457,-0.413771191,-0.45876807,0.000868049,0.004527798
